purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:pypi/backcall,backcall,pypi,unknown,broad,0,0,accept,,"Unmaintained for six years but has zero runtime dependencies and a stable, straightforward 1.3k-LOC codebase. Pinning the version carries minimal risk. Vendoring is viable if concerns arise.",llm,0.8,79510,social-gpt,1287,113,0,0,https://github.com/takluyver/backcall
pkg:pypi/entrypoints,entrypoints,pypi,dormant,broad,0,0,switch,pkg:pypi/importlib-metadata,Package explicitly recommends migrating to stdlib importlib.metadata (3.8+) or importlib-metadata backport. Dormant since 2017; functionality now built into Python standard library.,llm,0.92,76029,flakeheaven,644,38,0,0,https://github.com/takluyver/entrypoints
pkg:pypi/mypy-extensions,mypy-extensions,pypi,dormant,broad,0,0,accept,,Small focused typing library with stable dormancy; common pattern for mature type-system utilities. Pin versions and monitor for security reports.,llm,0.88,72121,typing-inspect,519,42,0,0,https://github.com/python/mypy_extensions
pkg:pypi/appdirs,appdirs,pypi,unknown,broad,0,0,switch,pkg:pypi/platformdirs,"Officially deprecated since 2017 with zero maintenance activity. Maintainers recommend switching to platformdirs, their actively maintained successor.",llm,0.95,70456,fs,879,49,0,0,https://github.com/activestate/appdirs
pkg:pypi/pyasn1-modules,pyasn1-modules,pypi,dormant,broad,0,0,accept,,Dormant since mid-2024 but stable. Pin the version and monitor Python compatibility. Large projects critical to infrastructure could fork or migrate ASN.1-dependent code to the cryptography library for new work.,llm,0.7,69924,runhouse,26416,693,0,0,https://github.com/pyasn1/pyasn1-modules
pkg:pypi/rsa,rsa,pypi,dead,broad,1,0,switch,pkg:pypi/cryptography,Archived with maintainer explicitly refusing handover due to security risk. The cryptography library is actively maintained and handles RSA operations; test API compatibility before migrating.,llm,0.85,69170,runhouse,4315,239,0,0,https://github.com/sybrenstuvel/python-rsa
pkg:pypi/seaborn,seaborn,pypi,dormant,broad,0,0,accept,,"Seaborn is mature visualization code with stable dependencies and no viable drop-in replacement at this scale. Pin to a recent release and accept the dormancy; wholesale switching (plotly, altair, etc.) would require API rewrites across thousands of projects.",llm,0.88,67011,pyro-ppl,97406,4546,0,0,https://github.com/mwaskom/seaborn
pkg:pypi/nbformat,nbformat,pypi,dormant,no-alternative,0,0,accept,,"nbformat is the reference Python implementation of the Jupyter Notebook format and remains actively maintained by the Jupyter project. Dormancy reflects format stability, not abandonment. Dependents should pin the version and accept this well-known, stable dependency.",llm,0.9,63439,pyro-ppl,13353,797,0,0,https://github.com/jupyter/nbformat
pkg:pypi/terminado,terminado,pypi,dormant,few-large,0,0,accept,,Dormant but stable; primarily used by Jupyter projects. No security issues or dead transitive dependencies. Pin the version and intervene only if a specific issue emerges.,llm,0.8,56858,bodo-jupyterlab,2270,104,0,0,https://github.com/jupyter/terminado
pkg:pypi/pandocfilters,pandocfilters,pypi,dormant,few-large,0,0,switch,pkg:pypi/panflute,panflute is actively maintained and recommended in pandocfilters' README as the more Pythonic alternative. It accounts for 93% of dependent usage; upgrade direct users to panflute.,llm,0.88,55442,panflute,1858,145,0,0,https://github.com/jgm/pandocfilters
pkg:pypi/google-auth,google-auth,pypi,dead,alternative,1,0,switch,pkg:pypi/google-cloud-python,Repository archived by Google with code consolidated into google-cloud-python. This is the official maintained location; dependents should migrate there for ongoing updates.,llm,0.85,52148,keyrings.google-artifactregistry-auth,45570,2298,0,0,https://github.com/googleapis/google-auth-library-python
pkg:pypi/sniffio,sniffio,pypi,dormant,broad,0,0,accept,,No maintained alternative exists for detecting which async runtime is active. Pin the version and accept the dormancy risk; monitor for Python compatibility issues on version releases.,llm,0.85,47737,asgi-lifespan,668,30,0,0,https://github.com/python-trio/sniffio
pkg:pypi/async-timeout,async-timeout,pypi,dormant,broad,0,0,switch,,"The library is explicitly deprecated and upstreamed into Python 3.11's asyncio.Timeout. Dependents should use conditional imports to support both old and new Python versions, then drop the dependency once Python <3.11 support ends.",llm,0.98,47522,aiopg,1090,81,0,0,https://github.com/aio-libs/async-timeout
pkg:pypi/html5lib,html5lib,pypi,dead,kitchen-sink,0,0,switch-piecemeal,,"html5lib is a stable, spec-compliant HTML5 parser relied on by 46k+ repos with varying needs. Projects using it for lenient HTML parsing can migrate to lxml or stdlib, but those requiring WHATWG compliance have limited alternatives; some may need to fork or accept the maintenance risk.",llm,0.7,46793,mf2py,22609,1746,0,0,https://github.com/html5lib/html5lib-python
pkg:pypi/blinker,blinker,pypi,dormant,broad,0,0,accept,,Blinker is a 322-LOC signal dispatcher with zero runtime dependencies—a solved problem that doesn't require active development. The Pallets Community Ecosystem backing and 2 active maintainers suggest organizational stability. Pin to a stable version.,llm,0.82,44369,flask-mail,322,51,0,0,https://github.com/pallets-eco/blinker
pkg:pypi/argparse,argparse,pypi,dead,broad,1,0,switch,,"argparse is in the Python standard library for all supported versions (2.7+, 3.2+); replace the dead PyPI dependency with the stdlib module",llm,0.95,42207,tableauserverclient,8507,343,0,0,https://github.com/thomaswaldmann/argparse
pkg:pypi/h11,h11,pypi,dormant,kitchen-sink,0,0,switch,pkg:pypi/httpcore,"h11 is dormant (369 days) with an unresolved advisory. Migrate to httpcore, which is actively maintained and provides the same HTTP/1.1 protocol handling the h11 ecosystem was built on.",llm,0.75,39276,paddlenlp,6788,524,0,0,https://github.com/python-hyper/h11
pkg:pypi/alabaster,alabaster,pypi,dead,alternative,0,0,switch,pkg:pypi/furo,"Alabaster is the default Sphinx theme but unmaintained since 641 days. Switch to an actively maintained alternative like furo or pydata-sphinx-theme, which are drop-in replacements.",llm,0.85,34587,pyhamcrest,1336,3,0,0,https://github.com/sphinx-doc/alabaster
pkg:pypi/asn1crypto,asn1crypto,pypi,dormant,few-large,0,0,accept,,Pure-Python ASN.1 library with no dependencies and stable codebase; 81.6% of use concentrated in pyaxmlparser. Version pinning is appropriate—breaking changes unlikely.,llm,0.75,34080,pyaxmlparser,23287,1684,0,0,https://github.com/wbond/asn1crypto
pkg:pypi/text-unidecode,text-unidecode,pypi,unknown,few-large,0,0,switch,pkg:pypi/unidecode,"Python-slugify drives all usage (75M+ downloads). At 16 lines with zero dependencies, easily replaceable. The README names unidecode as the maintained alternative with better memory and transliteration.",llm,0.8,29115,python-slugify,16,4,0,0,https://github.com/kmike/text-unidecode
pkg:pypi/inflection,inflection,pypi,dead,broad,0,0,vendor,,"String inflection is stable, mature functionality—most dependents should vendor the small codebase (1026 LOC) rather than coordinate an ecosystem-wide migration.",llm,0.85,28705,openapi,1026,10,0,0,https://github.com/jpvanhal/inflection
pkg:pypi/nest-asyncio,nest-asyncio,pypi,dead,broad,1,0,accept,,Scattered across 28k repos with no unified steward or maintained alternative. The core patch is minimal (351 LOC) with no dependencies; pinning a stable version spreads less maintenance burden than vendoring across 639 packages or requiring architectural refactors.,llm,0.88,28658,llama-index-legacy,351,24,0,0,https://github.com/erdewit/nest_asyncio
pkg:pypi/tzlocal,tzlocal,pypi,dormant,broad,0,0,accept,,"tzlocal fills a niche that standard library zoneinfo doesn't fully address. Small (2K LOC), zero runtime deps, stable code despite dormancy. Pin version and monitor for critical issues.",llm,0.76,26457,js2py,2004,54,0,0,https://github.com/regebro/tzlocal
pkg:pypi/gitdb,gitdb,pypi,dormant,broad,0,0,accept,,Mature library in dormant maintenance. No breaking issues in recent history. Primary use through GitPython; direct users should pin versions and monitor for security updates.,llm,0.72,26388,testranunculus,5037,362,0,0,https://github.com/gitpython-developers/gitdb
pkg:pypi/smmap,smmap,pypi,dormant,broad,0,0,accept,,"Dormant but stable memory-mapping library with small, focused codebase and no transitive issues. No drop-in replacement exists; Python's built-in mmap lacks the resource management and LRU eviction this provides. Pin versions and fork if modifications are needed.",llm,0.75,26359,testranunculus,1845,156,0,0,https://github.com/gitpython-developers/smmap
pkg:pypi/pure-eval,pure-eval,pypi,dormant,few-large,0,0,adopt,,"Stack-data (130M downloads) dominates all dependents; essentially all 24k repos reach pure-eval transitively. The IPython/Jupyter ecosystem should fork this 1.5K-line, stable, dependency-free codebase to guarantee maintenance within their governance.",llm,0.85,24349,stack-data,1585,204,0,0,https://github.com/alexmojaki/pure_eval
pkg:pypi/stack-data,stack-data,pypi,dormant,few-large,0,0,accept,,"Stack-data is stable, specialized code for extracting stack frame data. No maintained alternative exists; the standard library doesn't provide this. Pin the version and accept the dormant status.",llm,0.85,24349,friendly-traceback,4928,309,0,0,https://github.com/alexmojaki/stack_data
pkg:pypi/google-pasta,google-pasta,pypi,dead,few-large,0,0,adopt,pkg:pypi/libcst,"TensorFlow variants account for 90% of usage; this is effectively Google's library. They should fork it or migrate to libcst. For others, follow TensorFlow's lead.",llm,0.85,24151,tf-nightly,5142,488,0,0,https://github.com/google/pasta
pkg:pypi/sortedcontainers,sortedcontainers,pypi,dead,broad,0,0,vendor,,Pure Python sorted collections with zero runtime dependencies; 3.2K lines of stable code is simple to vendor locally. The 23.7K dependent repos should copy this in rather than rely on unmaintained releases.,llm,0.8,23703,quantum-pecos,3215,32,0,0,https://github.com/grantjenks/python-sortedcontainers
pkg:pypi/requests-toolbelt,requests-toolbelt,pypi,dormant,kitchen-sink,0,0,switch-piecemeal,,"Spans multipart encoding, SSL adapters, and helpers; each has alternatives (urllib3/httpx, stdlib ssl, inline code). Dormant 3+ years; different dependents should migrate their specific use case.",llm,0.7,23519,cloudscraper,6880,403,0,0,https://github.com/requests/toolbelt
pkg:pypi/sphinxcontrib-serializinghtml,sphinxcontrib-serializinghtml,pypi,dormant,broad,0,0,vendor,,"Small codebase (722 LOC) spread across many niche packages with no dominant user. Projects needing JSON/pickle Sphinx output could inline the serialization logic directly, reducing supply-chain risk from this dormant extension.",llm,0.68,22410,sphinxcontrib-jsonglobaltoc,722,17,0,0,https://github.com/sphinx-doc/sphinxcontrib-serializinghtml
pkg:pypi/google-api-core,google-api-core,pypi,dead,alternative,1,1,switch,,"Archived with code moved to google-cloud-python monorepo. Google recommends migrating to the relevant google-cloud-* package (e.g., google-cloud-storage) instead of using google-api-core directly.",llm,0.95,22401,opencensus,210,0,0,0,https://github.com/googleapis/python-api-core
pkg:pypi/oauth2client,oauth2client,pypi,dead,kitchen-sink,1,0,switch,pkg:pypi/google-auth,"Google officially deprecated this in favor of google-auth. Depending on your integration (GCP, Gmail, Sheets), may also need google-api-python-client or google-cloud-python.",llm,0.8,22092,dagster-gcp,15667,769,0,0,https://github.com/google/oauth2client
pkg:pypi/sphinxcontrib-htmlhelp,sphinxcontrib-htmlhelp,pypi,dead,broad,0,0,switch,,"Switch to Sphinx's native htmlhelp builder. Distributed across 21,968 small repositories with no dominant consumer; each project can migrate independently during routine documentation tooling updates.",llm,0.72,21968,commot,974,26,0,0,https://github.com/sphinx-doc/sphinxcontrib-htmlhelp
pkg:pypi/jupyterlab-pygments,jupyterlab-pygments,pypi,dormant,inlineable,0,0,vendor,,The package is just 11 lines of Python providing CSS variable mappings for Pygments syntax highlighting. Dependents should copy this trivial code into their own codebase rather than maintain a dependency on unmaintained infrastructure.,llm,0.9,21958,nikeca,11,0,0,0,https://github.com/jupyterlab/jupyterlab_pygments
pkg:pypi/sphinxcontrib-qthelp,sphinxcontrib-qthelp,pypi,dormant,broad,0,0,accept,,"Niche Sphinx extension for Qt documentation (310 lines, zero dependencies). Dormant but working; QtHelp output has no maintained alternative. Pin the version and carry the low risk.",llm,0.85,21955,commot,909,35,0,0,https://github.com/sphinx-doc/sphinxcontrib-qthelp
pkg:pypi/sphinxcontrib-devhelp,sphinxcontrib-devhelp,pypi,dormant,broad,0,0,accept,,No runtime dependencies and small codebase make this safe to pin. Most dependents can use Sphinx's default HTML output instead; projects requiring Devhelp format can easily fork the small extension if needed.,llm,0.78,21950,commot,676,17,0,0,https://github.com/sphinx-doc/sphinxcontrib-devhelp
pkg:pypi/sphinxcontrib-applehelp,sphinxcontrib-applehelp,pypi,dormant,broad,0,0,accept,,"This Sphinx extension hasn't been updated in 638 days but is stable—Apple Help format doesn't change. With usage split across 155 packages and 21k repos, ecosystem-wide remediation is impractical. Dependents should pin the version and report issues if Apple Help output needs fixes.",llm,0.68,21914,simple-rule34,823,26,0,0,https://github.com/sphinx-doc/sphinxcontrib-applehelp
pkg:pypi/rfc3986,rfc3986,pypi,dormant,broad,0,0,accept,,Stable RFC 3986 implementation for strict URI validation. Dependents need RFC compliance beyond stdlib urllib.parse. High fork cost across 19k repos. Alternatives lack pure RFC compliance. Pin version and accept the risk.,llm,0.75,19655,jschon,2059,153,0,0,https://github.com/python-hyper/rfc3986
pkg:pypi/docker,docker,pypi,dormant,no-alternative,0,0,accept,,No alternative covers Docker Engine API comprehensively. Pin to a stable version and monitor for security; dormancy is acceptable risk for mature infrastructure.,llm,0.85,19587,dagster-docker,28759,1636,0,0,https://github.com/docker/docker-py
pkg:pypi/python-slugify,python-slugify,pypi,dormant,broad,0,0,vendor,,"Only 921 LOC and well-tested; copying into projects is feasible. Alternatively, fork and maintain if community coordination emerges.",llm,0.8,18370,simple-rest-client,1476,37,0,0,https://github.com/un33k/python-slugify
pkg:pypi/flask-sqlalchemy,flask-sqlalchemy,pypi,dormant,few-large,0,0,accept,,Flask-SQLAlchemy is dormant but maintained through the Pallets Community Ecosystem; its dominant dependent (flask-session at 91.7% of usage) provides the usage anchor. Pin the version and rely on Pallets' institutional stewardship for critical issues.,llm,0.85,18171,flask-session,1630,128,0,0,https://github.com/pallets-eco/flask-sqlalchemy
pkg:pypi/google-cloud-storage,google-cloud-storage,pypi,dead,no-alternative,1,4,accept,,"Google's official Cloud Storage client, archived on GitHub but actively maintained in google-cloud-python monorepo with releases still shipping. Dependents should pin a recent version and keep using it.",llm,0.88,16972,dagster-gcp,92034,4909,0,0,https://github.com/googleapis/python-storage
pkg:pypi/commonmark,commonmark,pypi,dead,alternative,1,0,switch,pkg:pypi/markdown-it-py,The maintainer explicitly deprecated commonmark.py in the README and recommends markdown-it-py as a drop-in replacement for the CommonMark spec.,llm,0.95,15161,espnet,12993,580,0,0,https://github.com/rtfd/commonmark.py
pkg:pypi/dataclasses,dataclasses,pypi,dead,broad,0,0,switch,,This backport is obsolete: dataclasses has been in the Python standard library since 3.7 (2018). Remove this dependency and use the stdlib version instead—the API is identical. Python 3.6 is EOL; upgrade your minimum version if not already done.,llm,0.9,15152,,3513,338,0,0,https://github.com/ericvsmith/dataclasses
pkg:pypi/google-resumable-media,google-resumable-media,pypi,dead,kitchen-sink,1,1,switch,,Google archived this repo and moved the code into the google-cloud-python monorepo. Dependents should update to use the maintained version from its new location.,llm,0.85,13058,torchsnapshot,17338,750,0,0,https://github.com/googleapis/google-resumable-media-python
pkg:pypi/isodate,isodate,pypi,dead,broad,0,0,accept,,"Stable, focused ISO 8601 parser with no runtime dependencies—pin the version and accept it. Those needing broader datetime support can evaluate python-dateutil, but for isolated date parsing the fixed version is safe and sufficient.",llm,0.88,13050,azure-mgmt-servicefabric,976,57,0,0,https://github.com/gweis/isodate
pkg:pypi/cached-property,cached-property,pypi,unknown,broad,0,0,switch,,"Replace with Python 3.8+ `functools.cached_property`—same API, no dependency, better maintained. Projects requiring Python 3.7 support can pin the last release (0.1.12).",llm,0.9,12540,la-panic,922,35,0,0,https://github.com/pydanny/cached-property
pkg:pypi/httpcore,httpcore,pypi,dormant,broad,0,0,accept,,"Dormant (197d no commit, 369d no release) but not dead. 12k dependents across 250 packages with no clear steward. Pinning and monitoring for security is practical; codebase was well-tooled.",llm,0.78,12334,html2notion,12211,1099,0,0,https://github.com/encode/httpcore
pkg:pypi/distro,distro,pypi,dormant,broad,0,0,vendor,,"923 lines with no dependencies make distro safe to vendor. Maintainer explicitly endorses vendoring; with 12k small dependents and no steward, this gives each consumer control.",llm,0.87,12322,selinux,923,165,0,0,https://github.com/python-distro/distro
pkg:pypi/mdurl,mdurl,pypi,dormant,broad,0,0,vendor,,"mdurl is a small, stable URL utility for markdown parsing (~365 LOC, no runtime dependencies, straightforward code) distributed across 11,693 dependent repos with no dominant steward. At this size, vendoring the code directly is more practical than maintaining a separate package dependency.",llm,0.85,11693,testranunculus,365,114,0,0,https://github.com/executablebooks/mdurl
pkg:pypi/funcsigs,funcsigs,pypi,unknown,few-large,0,0,switch,,Backport of Python 3.3's built-in `inspect.signature()`. Python 2 EOL in 2020 makes this obsolete. Dependents on Python 3.3+ should use the standard library `inspect` module directly. Legacy Python 2 projects can vendor the 2.2K LOC if needed.,llm,0.93,10926,pytest-harvest,2215,201,0,0,https://github.com/testing-cabal/funcsigs
pkg:pypi/jeepney,jeepney,pypi,dormant,few-large,0,0,accept,,notify_py and sibling notification libraries account for 84% of usage and would inherit responsibility if jeepney breaks. No runtime dependencies means stable code poses minimal transitive risk; pin and carry.,llm,0.78,9643,notify_py,5060,352,0,0,https://gitlab.com/takluyver/jeepney
pkg:pypi/backoff,backoff,pypi,dead,inlineable,1,0,vendor,pkg:pypi/tenacity,"Copy the 2.5k LOC codebase into your project—it has no runtime dependencies and does one focused job. Alternatively, switch to the actively-maintained tenacity package if you prefer an external dependency.",llm,0.78,9394,analytics-python,2580,203,0,0,https://github.com/litl/backoff
pkg:pypi/google-crc32c,google-crc32c,pypi,dead,no-alternative,1,0,accept,,CRC32C is a stable algorithm with no security updates needed. Pin to a recent wheel (3.9–3.14) for your platform and monitor for Python compatibility issues only. Archive status is not a problem.,llm,0.85,8602,uefivars,201,14,1,0,https://github.com/googleapis/python-crc32c
pkg:pypi/flask-login,flask-login,pypi,dormant,few-large,0,0,accept,,Flask-login is small and stable with no maintained alternative. The 98.8% dependency concentration in flask-dance and ecosystem breadth make forking or replacement risky; pin the version and monitor for actual issues.,llm,0.85,8547,flask-dance,771,77,0,0,https://github.com/maxcountryman/flask-login
pkg:pypi/fqdn,fqdn,pypi,dormant,inlineable,0,0,vendor,,"This 400-line FQDN validator is stable and self-contained. Dependents should copy the code into their projects and drop the dependency, or accept the pin if acquired transitively.",llm,0.85,8176,pyjschema,997,35,0,0,https://github.com/ypcrts/fqdn
pkg:pypi/isoduration,isoduration,pypi,unknown,broad,0,0,vendor,,"Unmaintained for 5+ years but functionally stable; small surface (453 LOC, zero dependencies) makes inline adoption feasible for the scattered dependent base.",llm,0.78,8138,tensorflow-ml,453,94,0,0,https://github.com/bolsote/isoduration
pkg:pypi/jsonpatch,jsonpatch,pypi,dormant,few-large,0,0,accept,,"jsonpatch implements RFC 6902, a stable standard with no active vulnerabilities. Dormancy is acceptable for specifications that don't evolve; the dominant dependent (pyhf at 95.2%) can fork if modifications are ever needed.",llm,0.78,7724,pyhf,2733,77,0,0,https://github.com/stefankoegl/python-json-patch
pkg:pypi/overrides,overrides,pypi,dead,broad,0,0,accept,,"Small decorator library with no external dependencies. Safe to pin and use as-is. For new code on Python 3.12+, consider the built-in @override instead.",llm,0.8,7659,thermostat-datasets,2058,310,0,0,https://github.com/mkorpela/overrides
pkg:pypi/wtforms,wtforms,pypi,dormant,broad,0,0,accept,,"WTForms is dormant but foundational with no alternative—dependents should pin versions and be prepared to fork if needed, but wholesale replacement isn't realistic.",llm,0.85,7591,flask-inputs,3999,245,0,0,https://github.com/pallets-eco/wtforms
pkg:pypi/semver,semver,pypi,dormant,broad,0,0,switch,pkg:pypi/packaging,"Dormant but stable with zero runtime dependencies. packaging.version is the maintained Python standard, though APIs differ (micro vs patch field naming, no bump methods). Accept and pin if migration effort is high.",llm,0.7,7406,prance,1199,54,0,0,https://github.com/python-semver/python-semver
pkg:pypi/pysocks,pysocks,pypi,dead,broad,0,0,vendor,,"Small, dependency-free protocol library suited for vendoring. Last commit 6.6 years ago but SOCKS protocol is stable and rarely needs changes. Most critical dependents are actively maintained and can absorb the code directly.",llm,0.85,7147,paho-mqtt,1480,130,0,0,https://github.com/anorov/pysocks
pkg:pypi/typing-inspect,typing-inspect,pypi,dormant,broad,0,0,accept,,No maintained replacement exists for these type inspection utilities. Dependents should pin the version and carry the risk; large projects can evaluate vendoring if stability becomes critical.,llm,0.85,7082,dataclasses-json,1332,148,0,0,https://github.com/ilevkivskyi/typing_inspect
pkg:pypi/dataclasses-json,dataclasses-json,pypi,dormant,broad,0,0,switch,pkg:pypi/pydantic,Dataclasses-json is dormant but stable. Pydantic is the actively maintained standard for Python data validation and JSON serialization; projects should plan migration to BaseModel for long-term support.,llm,0.75,6543,llama-index-legacy,4510,341,0,0,https://github.com/lidatong/dataclasses-json
pkg:pypi/docker-pycreds,docker-pycreds,pypi,dead,inlineable,0,0,vendor,,Unmaintained for 7+ years but implements a stable Docker credentials store API. The 267-line implementation is simple enough to vendor directly into projects that need it.,llm,0.85,6345,searchdatamodels,508,44,0,0,https://github.com/shin-/dockerpy-creds
pkg:pypi/pytest-runner,pytest-runner,pypi,dead,broad,1,0,switch,pkg:pypi/tox,Archived and deprecated due to setup_requires security implications. Maintainers recommend removing pytest-runner from setup_requires and using tox or similar test tools instead.,llm,0.9,6128,presto-python-client,798,15,0,0,https://github.com/pytest-dev/pytest-runner
pkg:pypi/google-cloud-bigquery,google-cloud-bigquery,pypi,dead,kitchen-sink,1,2,accept,,Repository archived but code actively maintained in google-cloud-python monorepo; dependents can safely continue using this PyPI package with regular updates.,llm,0.85,6106,dagster-gcp,82275,3192,0,0,https://github.com/googleapis/python-bigquery
pkg:pypi/progressbar2,progressbar2,pypi,dormant,kitchen-sink,0,0,switch-piecemeal,,"Dormant progress library with 17 entry points distributed across 6090 repos; last release 608 days ago. Dependents should plan migration to tqdm (basic progress bars) or rich (advanced formatting) based on actual usage, since no single replacement covers all use cases.",llm,0.78,6090,django-stdimage,10385,709,0,0,https://github.com/wolph/python-progressbar
pkg:pypi/rfc3339-validator,rfc3339-validator,pypi,unknown,few-large,0,0,vendor,,This is 126 lines of pure Python with zero dependencies. Sentry and other dependents should copy the validation logic inline—it's small enough that the supply-chain risk outweighs the convenience of keeping the dependency.,llm,0.87,5913,sentry,390,9,0,0,https://github.com/naimetti/rfc3339-validator
