purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:nuget/system.reflection.emit,system.reflection.emit,nuget,dead,few-large,1,1,accept,,"Archived as part of Microsoft's .NET repo consolidation; System.Reflection.Emit is now maintained in dotnet/runtime. Pin the version for legacy .NET Framework support, or upgrade to modern .NET where it's built-in.",llm,0.85,0,system.linq.expressions,7,0,0,0,https://github.com/dotnet/corefx,pkg:nuget/system.reflection.emit,system.reflection.emit,nuget,dead,few-large,1,1,accept,,"Archived as part of Microsoft's .NET repo consolidation; System.Reflection.Emit is now maintained in dotnet/runtime. Pin the version for legacy .NET Framework support, or upgrade to modern .NET where it's built-in.",llm,0.85,0,system.linq.expressions,7,0,0,0,https://github.com/dotnet/corefx
pkg:nuget/runtime.native.system.data.sqlclient.sni,runtime.native.system.data.sqlclient.sni,nuget,dead,alternative,1,0,switch,pkg:nuget/microsoft.data.sqlclient,"This package was archived when the .NET team consolidated development into dotnet/runtime. Dependents should migrate to Microsoft.Data.SqlClient, the official modern replacement for SQL Server connectivity.",llm,0.85,0,,7,0,0,0,https://github.com/dotnet/corefx,pkg:nuget/runtime.native.system.data.sqlclient.sni,runtime.native.system.data.sqlclient.sni,nuget,dead,alternative,1,0,switch,pkg:nuget/microsoft.data.sqlclient,"This package was archived when the .NET team consolidated development into dotnet/runtime. Dependents should migrate to Microsoft.Data.SqlClient, the official modern replacement for SQL Server connectivity.",llm,0.85,0,,7,0,0,0,https://github.com/dotnet/corefx
pkg:nuget/portable.bouncycastle,portable.bouncycastle,nuget,dead,kitchen-sink,0,0,switch-piecemeal,,"Bouncy Castle is a large cryptography library with diverse dependents; migrate to focused alternatives based on use case (System.Security.Cryptography, certes, ACMESharp).",llm,0.72,0,minet,360115,32061,0,0,https://github.com/novotnyllc/bc-csharp,pkg:nuget/portable.bouncycastle,portable.bouncycastle,nuget,dead,kitchen-sink,0,0,switch-piecemeal,,"Bouncy Castle is a large cryptography library with diverse dependents; migrate to focused alternatives based on use case (System.Security.Cryptography, certes, ACMESharp).",llm,0.72,0,minet,360115,32061,0,0,https://github.com/novotnyllc/bc-csharp
pkg:nuget/windowsazure.storage,windowsazure.storage,nuget,dead,broad,1,0,switch-piecemeal,,"Microsoft explicitly deprecated v11 in favor of v12 SDKs. Each dependent should migrate to the appropriate v12 package for the service(s) it uses (Azure.Storage.Blobs, Azure.Storage.Queues, etc.).",llm,0.87,0,microsoft.azure.kusto.cloud.platform.azure,167904,7567,0,0,https://github.com/azure/azure-storage-net,pkg:nuget/windowsazure.storage,windowsazure.storage,nuget,dead,broad,1,0,switch-piecemeal,,"Microsoft explicitly deprecated v11 in favor of v12 SDKs. Each dependent should migrate to the appropriate v12 package for the service(s) it uses (Azure.Storage.Blobs, Azure.Storage.Queues, etc.).",llm,0.87,0,microsoft.azure.kusto.cloud.platform.azure,167904,7567,0,0,https://github.com/azure/azure-storage-net
pkg:nuget/polly.extensions.http,polly.extensions.http,nuget,dead,broad,1,0,switch,pkg:nuget/microsoft.extensions.http.resilience,"Officially deprecated by Microsoft in favor of Microsoft.Extensions.Http.Resilience, built on Polly v8 with updated HTTP resilience patterns. Migration path is documented.",llm,0.95,0,mhlabs.awssignedhttpclient,395,12,0,0,https://github.com/app-vnext/polly.extensions.http,pkg:nuget/polly.extensions.http,polly.extensions.http,nuget,dead,broad,1,0,switch,pkg:nuget/microsoft.extensions.http.resilience,"Officially deprecated by Microsoft in favor of Microsoft.Extensions.Http.Resilience, built on Polly v8 with updated HTTP resilience patterns. Migration path is documented.",llm,0.95,0,mhlabs.awssignedhttpclient,395,12,0,0,https://github.com/app-vnext/polly.extensions.http
pkg:nuget/microsoft.aspnet.webapi.core,microsoft.aspnet.webapi.core,nuget,dormant,broad,0,0,switch,,"ASP.NET Web API 2.x is superseded by ASP.NET Core, actively maintained by Microsoft. Dependent packages need to migrate to Core equivalents or deprecate Framework 4.x support.",llm,0.85,0,microsoft.aspnet.webapi.webhost,137450,15366,0,0,https://github.com/aspnet/aspnetwebstack,pkg:nuget/microsoft.aspnet.webapi.core,microsoft.aspnet.webapi.core,nuget,dormant,broad,0,0,switch,,"ASP.NET Web API 2.x is superseded by ASP.NET Core, actively maintained by Microsoft. Dependent packages need to migrate to Core equivalents or deprecate Framework 4.x support.",llm,0.85,0,microsoft.aspnet.webapi.webhost,137450,15366,0,0,https://github.com/aspnet/aspnetwebstack
pkg:nuget/microsoft.aspnet.webpages,microsoft.aspnet.webpages,nuget,dormant,few-large,0,0,switch,,Legacy ASP.NET 5.x framework code with minimal maintenance. Dependents should plan migration to ASP.NET Core where this functionality is built-in; no drop-in replacement exists for .NET Framework.,llm,0.8,0,microsoft.aspnet.mvc,137450,15366,0,0,https://github.com/aspnet/aspnetwebstack,pkg:nuget/microsoft.aspnet.webpages,microsoft.aspnet.webpages,nuget,dormant,few-large,0,0,switch,,Legacy ASP.NET 5.x framework code with minimal maintenance. Dependents should plan migration to ASP.NET Core where this functionality is built-in; no drop-in replacement exists for .NET Framework.,llm,0.8,0,microsoft.aspnet.mvc,137450,15366,0,0,https://github.com/aspnet/aspnetwebstack
pkg:nuget/microsoft.aspnet.webapi.client,microsoft.aspnet.webapi.client,nuget,dormant,few-large,0,0,switch,,"This is a legacy ASP.NET Web API 2.x library in cold maintenance. Direct consumers should plan migration to ASP.NET Core. Transitive dependents through Microsoft's own packages are safe as long as those packages remain maintained, but the underlying platform is not recommended for new projects.",llm,0.85,0,microsoft.aspnet.webapi.core,137450,15366,0,0,https://github.com/aspnet/aspnetwebstack,pkg:nuget/microsoft.aspnet.webapi.client,microsoft.aspnet.webapi.client,nuget,dormant,few-large,0,0,switch,,"This is a legacy ASP.NET Web API 2.x library in cold maintenance. Direct consumers should plan migration to ASP.NET Core. Transitive dependents through Microsoft's own packages are safe as long as those packages remain maintained, but the underlying platform is not recommended for new projects.",llm,0.85,0,microsoft.aspnet.webapi.core,137450,15366,0,0,https://github.com/aspnet/aspnetwebstack
pkg:nuget/pipelines.sockets.unofficial,pipelines.sockets.unofficial,nuget,dormant,few-large,0,0,accept,,Dormant but stable connector filling a niche (System.IO.Pipelines managed sockets) with no maintained alternative. Major dependents like saea.sockets and Stormancer packages should lock the version; monitor for .NET compatibility issues and fork if necessary.,llm,0.72,0,saea.sockets,6856,847,0,0,https://github.com/mgravell/pipelines.sockets.unofficial,pkg:nuget/pipelines.sockets.unofficial,pipelines.sockets.unofficial,nuget,dormant,few-large,0,0,accept,,Dormant but stable connector filling a niche (System.IO.Pipelines managed sockets) with no maintained alternative. Major dependents like saea.sockets and Stormancer packages should lock the version; monitor for .NET compatibility issues and fork if necessary.,llm,0.72,0,saea.sockets,6856,847,0,0,https://github.com/mgravell/pipelines.sockets.unofficial
pkg:nuget/newtonsoft.json.bson,newtonsoft.json.bson,nuget,dormant,few-large,0,1,accept,,"Microsoft.AspNet.WebAPI.Client accounts for 99.6% of usage. BSON is a stable, mature format unlikely to require active maintenance. Dependents should pin the version and accept the transitive dependency risk.",llm,0.85,0,microsoft.aspnet.webapi.client,9855,649,0,0,https://github.com/jamesnk/newtonsoft.json.bson,pkg:nuget/newtonsoft.json.bson,newtonsoft.json.bson,nuget,dormant,few-large,0,1,accept,,"Microsoft.AspNet.WebAPI.Client accounts for 99.6% of usage. BSON is a stable, mature format unlikely to require active maintenance. Dependents should pin the version and accept the transitive dependency risk.",llm,0.85,0,microsoft.aspnet.webapi.client,9855,649,0,0,https://github.com/jamesnk/newtonsoft.json.bson
pkg:nuget/serilog.sinks.debug,serilog.sinks.debug,nuget,dormant,few-large,0,0,vendor,,Trivial sink (105 LOC) easily inlineable. Top dependent represents 34% of usage; top 2 dependents represent 1.41M downloads. Fork the implementation into consuming projects rather than carry an unmaintained dependency.,llm,0.85,0,etalii.xtechnology.diagnostics,105,10,0,0,https://github.com/serilog/serilog-sinks-debug,pkg:nuget/serilog.sinks.debug,serilog.sinks.debug,nuget,dormant,few-large,0,0,vendor,,Trivial sink (105 LOC) easily inlineable. Top dependent represents 34% of usage; top 2 dependents represent 1.41M downloads. Fork the implementation into consuming projects rather than carry an unmaintained dependency.,llm,0.85,0,etalii.xtechnology.diagnostics,105,10,0,0,https://github.com/serilog/serilog-sinks-debug
pkg:nuget/serilog.formatting.compact,serilog.formatting.compact,nuget,dormant,few-large,0,0,accept,,The package is a stable JSON formatter with minimal complexity; dormancy reflects completion rather than abandonment. Large consumers like Elasticsearch sink already depend on it without issue.,llm,0.85,0,serilog.sinks.elasticsearch,238,33,0,0,https://github.com/serilog/serilog-formatting-compact,pkg:nuget/serilog.formatting.compact,serilog.formatting.compact,nuget,dormant,few-large,0,0,accept,,The package is a stable JSON formatter with minimal complexity; dormancy reflects completion rather than abandonment. Large consumers like Elasticsearch sink already depend on it without issue.,llm,0.85,0,serilog.sinks.elasticsearch,238,33,0,0,https://github.com/serilog/serilog-formatting-compact
pkg:nuget/serilog.sinks.periodicbatching,serilog.sinks.periodicbatching,nuget,unknown,few-large,0,0,switch,,"Serilog 4.x includes native batching via IBatchedLogEventSink. The README documents migration, and the top 5 dependents are all Serilog sinks that can easily upgrade and drop this package.",llm,0.85,0,serilog.sinks.elasticsearch,221,16,0,0,https://github.com/serilog/serilog-sinks-periodicbatching,pkg:nuget/serilog.sinks.periodicbatching,serilog.sinks.periodicbatching,nuget,unknown,few-large,0,0,switch,,"Serilog 4.x includes native batching via IBatchedLogEventSink. The README documents migration, and the top 5 dependents are all Serilog sinks that can easily upgrade and drop this package.",llm,0.85,0,serilog.sinks.elasticsearch,221,16,0,0,https://github.com/serilog/serilog-sinks-periodicbatching
pkg:nuget/not,not,nuget,unknown,inlineable,0,0,vendor,,Unmaintained since 2019 with zero active dependents. The extension methods are simple enough to inline directly into your project.,llm,0.95,0,,205,1,0,0,https://github.com/uthmanrahimi/not,pkg:nuget/not,not,nuget,unknown,inlineable,0,0,vendor,,Unmaintained since 2019 with zero active dependents. The extension methods are simple enough to inline directly into your project.,llm,0.95,0,,205,1,0,0,https://github.com/uthmanrahimi/not
