purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:gem/arel,arel,rubygems,unknown,few-large,0,0,accept,,Arel is bundled in and maintained by ActiveRecord; the standalone gem is stable but dormant. Direct dependents should pin the version; most consume it transitively through ActiveRecord.,llm,0.95,726554,activerecord,207,0,0,0,https://github.com/rails/arel,pkg:gem/arel,arel,rubygems,unknown,few-large,0,0,accept,,Arel is bundled in and maintained by ActiveRecord; the standalone gem is stable but dormant. Direct dependents should pin the version; most consume it transitively through ActiveRecord.,llm,0.95,726554,activerecord,207,0,0,0,https://github.com/rails/arel
pkg:gem/sprockets-rails,sprockets-rails,rubygems,dormant,broad,0,0,accept,,Infrastructure code integrating Sprockets into Rails' asset pipeline. Dormant but stable; Rails (primary dependent) would address critical issues. Pin the version and accept the dormancy risk.,llm,0.87,688377,rails,727,68,0,0,https://github.com/rails/sprockets-rails,pkg:gem/sprockets-rails,sprockets-rails,rubygems,dormant,broad,0,0,accept,,Infrastructure code integrating Sprockets into Rails' asset pipeline. Dormant but stable; Rails (primary dependent) would address critical issues. Pin the version and accept the dormancy risk.,llm,0.87,688377,rails,727,68,0,0,https://github.com/rails/sprockets-rails
pkg:gem/uglifier,uglifier,rubygems,dormant,few-large,0,0,accept,,"Uglifier is a stable wrapper around ES5-only UglifyJS with no known vulnerabilities. Keep it pinned; the dormancy doesn't matter since the code doesn't need maintenance. If you need ES6 minification, switch to terser-ruby, but that requires configuration changes and isn't a true drop-in.",llm,0.85,674411,sprockets,2846,724,0,0,https://github.com/lautis/uglifier,pkg:gem/uglifier,uglifier,rubygems,dormant,few-large,0,0,accept,,"Uglifier is a stable wrapper around ES5-only UglifyJS with no known vulnerabilities. Keep it pinned; the dormancy doesn't matter since the code doesn't need maintenance. If you need ES6 minification, switch to terser-ruby, but that requires configuration changes and isn't a true drop-in.",llm,0.85,674411,sprockets,2846,724,0,0,https://github.com/lautis/uglifier
pkg:gem/coffee-rails,coffee-rails,rubygems,unknown,broad,0,0,accept,,CoffeeScript is stable and this adapter requires no active maintenance. Dependents should either migrate to JavaScript or pin the version as a stable legacy dependency.,llm,0.85,622167,actioncable,76,4,0,0,https://github.com/rails/coffee-rails,pkg:gem/coffee-rails,coffee-rails,rubygems,unknown,broad,0,0,accept,,CoffeeScript is stable and this adapter requires no active maintenance. Dependents should either migrate to JavaScript or pin the version as a stable legacy dependency.,llm,0.85,622167,actioncable,76,4,0,0,https://github.com/rails/coffee-rails
pkg:gem/method_source,method_source,rubygems,dead,few-large,0,0,accept,,"Dead for two years but minimal and stable. Pure Ruby wrapper around Method#source_location, which doesn't change. Rails and Pry can safely accept the unmaintained status; inlining is trivial if needed.",llm,0.8,558379,activesupport,269,28,0,0,https://github.com/banister/method_source,pkg:gem/method_source,method_source,rubygems,dead,few-large,0,0,accept,,"Dead for two years but minimal and stable. Pure Ruby wrapper around Method#source_location, which doesn't change. Rails and Pry can safely accept the unmaintained status; inlining is trivial if needed.",llm,0.8,558379,activesupport,269,28,0,0,https://github.com/banister/method_source
pkg:gem/sass-listen,sass-listen,rubygems,dead,few-large,1,0,accept,,"The sole dependent is Sass, which is deprecated. Migrate to Dart Sass instead of maintaining this dead dependency. If stuck on deprecated Sass, pin the version.",llm,0.92,548808,sass,1685,135,0,0,https://github.com/sass/listen,pkg:gem/sass-listen,sass-listen,rubygems,dead,few-large,1,0,accept,,"The sole dependent is Sass, which is deprecated. Migrate to Dart Sass instead of maintaining this dead dependency. If stuck on deprecated Sass, pin the version.",llm,0.92,548808,sass,1685,135,0,0,https://github.com/sass/listen
pkg:gem/turbolinks,turbolinks,rubygems,dead,alternative,1,1,switch,pkg:gem/turbo-rails,"Turbolinks is archived; switch to turbo-rails, the Rails standard for partial-page updates. React-rails and major frameworks are already transitioning. Code migration is required but straightforward.",llm,0.95,538575,react-rails,98,18,0,0,https://github.com/turbolinks/turbolinks-rails,pkg:gem/turbolinks,turbolinks,rubygems,dead,alternative,1,1,switch,pkg:gem/turbo-rails,"Turbolinks is archived; switch to turbo-rails, the Rails standard for partial-page updates. React-rails and major frameworks are already transitioning. Code migration is required but straightforward.",llm,0.95,538575,react-rails,98,18,0,0,https://github.com/turbolinks/turbolinks-rails
pkg:gem/safe_yaml,safe_yaml,rubygems,dead,alternative,0,0,switch,,"Switch to YAML.safe_load in Ruby's standard library, available since Ruby 2.1. It provides the same safe parsing functionality and is actively maintained as part of Ruby core.",llm,0.9,492513,crack,848,103,0,0,https://github.com/dtao/safe_yaml,pkg:gem/safe_yaml,safe_yaml,rubygems,dead,alternative,0,0,switch,,"Switch to YAML.safe_load in Ruby's standard library, available since Ruby 2.1. It provides the same safe parsing functionality and is actively maintained as part of Ruby core.",llm,0.9,492513,crack,848,103,0,0,https://github.com/dtao/safe_yaml
pkg:gem/eventmachine,eventmachine,rubygems,unknown,few-large,0,0,accept,,"EventMachine is stable but unmaintained, with 30% of usage concentrated in excon alone. Dependents should pin versions; migration to alternatives is an option for new code but risks and effort for existing projects outweigh benefits.",llm,0.75,487102,excon,4769,556,0,0,https://github.com/eventmachine/eventmachine,pkg:gem/eventmachine,eventmachine,rubygems,unknown,few-large,0,0,accept,,"EventMachine is stable but unmaintained, with 30% of usage concentrated in excon alone. Dependents should pin versions; migration to alternatives is an option for new code but risks and effort for existing projects outweigh benefits.",llm,0.75,487102,excon,4769,556,0,0,https://github.com/eventmachine/eventmachine
pkg:gem/multipart-post,multipart-post,rubygems,dead,few-large,0,0,accept,,"56% of usage is transitive through Faraday, which is actively maintained. The code is small and stable. Direct dependents can pin the version safely or vendor the code if concerned about maintenance.",llm,0.88,470132,faraday,247,20,0,0,https://github.com/socketry/multipart-post,pkg:gem/multipart-post,multipart-post,rubygems,dead,few-large,0,0,accept,,"56% of usage is transitive through Faraday, which is actively maintained. The code is small and stable. Direct dependents can pin the version safely or vendor the code if concerned about maintenance.",llm,0.88,470132,faraday,247,20,0,0,https://github.com/socketry/multipart-post
pkg:gem/ruby_dep,ruby_dep,rubygems,unknown,few-large,0,0,accept,,"Unmaintained 9+ years but stable. 99.7% of usage flows through Listen. Safe to keep; native Bundler now handles Ruby version specs, but migration needs Listen's maintainers.",llm,0.82,418400,listen,266,23,0,0,https://github.com/e2/ruby_dep,pkg:gem/ruby_dep,ruby_dep,rubygems,unknown,few-large,0,0,accept,,"Unmaintained 9+ years but stable. 99.7% of usage flows through Listen. Safe to keep; native Bundler now handles Ruby version specs, but migration needs Listen's maintainers.",llm,0.82,418400,listen,266,23,0,0,https://github.com/e2/ruby_dep
pkg:gem/em-websocket,em-websocket,rubygems,dead,few-large,0,0,accept,,"WebSocket protocol is stable and em-websocket has a clear, focused scope; pinning a known version is a reasonable strategy for most users. Projects migrating away from EventMachine should evaluate websocket-driver as a replacement.",llm,0.75,411081,em-http-request,1287,181,0,0,https://github.com/igrigorik/em-websocket,pkg:gem/em-websocket,em-websocket,rubygems,dead,few-large,0,0,accept,,"WebSocket protocol is stable and em-websocket has a clear, focused scope; pinning a known version is a reasonable strategy for most users. Projects migrating away from EventMachine should evaluate websocket-driver as a replacement.",llm,0.75,411081,em-http-request,1287,181,0,0,https://github.com/igrigorik/em-websocket
pkg:gem/terminal-table,terminal-table,rubygems,dormant,broad,0,0,accept,,"Stable, simple code (629 LOC) that functions reliably despite dormancy. Dependents should pin versions; major consumers can fork if needed.",llm,0.85,405430,brakeman,629,35,0,0,https://github.com/tj/terminal-table,pkg:gem/terminal-table,terminal-table,rubygems,dormant,broad,0,0,accept,,"Stable, simple code (629 LOC) that functions reliably despite dormancy. Dependents should pin versions; major consumers can fork if needed.",llm,0.85,405430,brakeman,629,35,0,0,https://github.com/tj/terminal-table
pkg:gem/websocket-extensions,websocket-extensions,rubygems,unknown,few-large,0,0,vendor,,"Unmaintained WebSocket extension framework (last release ~6 years ago) with an unpatched advisory. At 230 LOC across 2 files, feasible to vendor directly into consuming projects or adopt as a maintained fork.",llm,0.85,378244,websocket-driver,230,24,0,0,https://github.com/faye/websocket-extensions-ruby,pkg:gem/websocket-extensions,websocket-extensions,rubygems,unknown,few-large,0,0,vendor,,"Unmaintained WebSocket extension framework (last release ~6 years ago) with an unpatched advisory. At 230 LOC across 2 files, feasible to vendor directly into consuming projects or adopt as a maintained fork.",llm,0.85,378244,websocket-driver,230,24,0,0,https://github.com/faye/websocket-extensions-ruby
pkg:gem/hike,hike,rubygems,dead,few-large,1,0,accept,,Sprockets accounts for 99.7% of usage; the rest use it through Sprockets. The 276-line library has zero dependencies and has proven stable. Pin it and move on unless Sprockets decides to vendor or drop support.,llm,0.85,372609,sprockets,276,15,0,0,https://github.com/sstephenson/hike,pkg:gem/hike,hike,rubygems,dead,few-large,1,0,accept,,Sprockets accounts for 99.7% of usage; the rest use it through Sprockets. The 276-line library has zero dependencies and has proven stable. Pin it and move on unless Sprockets decides to vendor or drop support.,llm,0.85,372609,sprockets,276,15,0,0,https://github.com/sstephenson/hike
pkg:gem/mini_mime,mini_mime,rubygems,dormant,inlineable,0,0,vendor,,Mini_mime is 152 lines of code with zero dependencies—small enough to inline into any consuming project. Dependents (especially major ones like mail and activestorage) should copy the code in and drop the unmaintained dependency.,llm,0.88,364354,mail,152,12,0,0,https://github.com/discourse/mini_mime,pkg:gem/mini_mime,mini_mime,rubygems,dormant,inlineable,0,0,vendor,,Mini_mime is 152 lines of code with zero dependencies—small enough to inline into any consuming project. Dependents (especially major ones like mail and activestorage) should copy the code in and drop the unmaintained dependency.,llm,0.88,364354,mail,152,12,0,0,https://github.com/discourse/mini_mime
pkg:gem/octokit,octokit,rubygems,dormant,broad,0,0,accept,,"Octokit is dormant (106 days) but widely adopted (352k repos) with no single steward—cocoapods takes only 18% of usage. GitHub's REST API is stable enough that stasis isn't immediately critical, but projects should pin versions and be ready to fork if a security issue emerges.",llm,0.85,352307,cocoapods,3972,170,0,0,https://github.com/octokit/octokit.rb,pkg:gem/octokit,octokit,rubygems,dormant,broad,0,0,accept,,"Octokit is dormant (106 days) but widely adopted (352k repos) with no single steward—cocoapods takes only 18% of usage. GitHub's REST API is stable enough that stasis isn't immediately critical, but projects should pin versions and be ready to fork if a security issue emerges.",llm,0.85,352307,cocoapods,3972,170,0,0,https://github.com/octokit/octokit.rb
pkg:gem/rainbow,rainbow,rubygems,dormant,few-large,0,0,vendor,,Rainbow is a pure ANSI colorizer with 532 LOC and no dependencies—small enough to vendor into any project. Rubocop alone drives 55% of its usage; the concentration among large projects means impact could be managed through targeted migration of the top dependents.,llm,0.88,348666,rubocop,532,18,0,0,https://github.com/sickill/rainbow,pkg:gem/rainbow,rainbow,rubygems,dormant,few-large,0,0,vendor,,Rainbow is a pure ANSI colorizer with 532 LOC and no dependencies—small enough to vendor into any project. Rubocop alone drives 55% of its usage; the concentration among large projects means impact could be managed through targeted migration of the top dependents.,llm,0.88,348666,rubocop,532,18,0,0,https://github.com/sickill/rainbow
pkg:gem/crass,crass,rubygems,unknown,few-large,0,0,accept,,"Unmaintained for 6+ years but stable: parses CSS per a fixed spec with zero runtime dependencies. Heavily used indirectly through loofah (84% of dependents) and sanitize, both actively maintained and positioned to fork if needed.",llm,0.88,345725,loofah,1029,158,0,0,https://github.com/rgrove/crass,pkg:gem/crass,crass,rubygems,unknown,few-large,0,0,accept,,"Unmaintained for 6+ years but stable: parses CSS per a fixed spec with zero runtime dependencies. Heavily used indirectly through loofah (84% of dependents) and sanitize, both actively maintained and positioned to fork if needed.",llm,0.88,345725,loofah,1029,158,0,0,https://github.com/rgrove/crass
pkg:gem/gemoji,gemoji,rubygems,dormant,inlineable,0,0,vendor,,Gemoji is 186 LOC with zero dependencies—copying the code into your project eliminates dormancy risk. html-pipeline and other major dependents should vendor this rather than rely on upstream.,llm,0.85,337940,html-pipeline,186,14,0,0,https://github.com/github/gemoji,pkg:gem/gemoji,gemoji,rubygems,dormant,inlineable,0,0,vendor,,Gemoji is 186 LOC with zero dependencies—copying the code into your project eliminates dormancy risk. html-pipeline and other major dependents should vendor this rather than rely on upstream.,llm,0.85,337940,html-pipeline,186,14,0,0,https://github.com/github/gemoji
pkg:gem/erubi,erubi,rubygems,dormant,few-large,0,0,accept,,"Erubi is dormant but stable—last commit 45 days ago, critical to Rails (actionview is 33% of usage), 297 LOC with zero runtime dependencies. A well-tested, mature package doing a stable job; pin the version and monitor for security.",llm,0.88,334452,actionview,297,61,0,0,https://github.com/jeremyevans/erubi,pkg:gem/erubi,erubi,rubygems,dormant,few-large,0,0,accept,,"Erubi is dormant but stable—last commit 45 days ago, critical to Rails (actionview is 33% of usage), 297 LOC with zero runtime dependencies. A well-tested, mature package doing a stable job; pin the version and monitor for security.",llm,0.88,334452,actionview,297,61,0,0,https://github.com/jeremyevans/erubi
pkg:gem/polyglot,polyglot,rubygems,unknown,few-large,0,0,accept,,"No maintenance needed for 11 years. Zero runtime dependencies, 73 lines of stable code. Most repos depend transitively via cucumber/treetop; direct users can safely pin a version.",llm,0.85,328754,cucumber,73,4,0,0,https://github.com/cjheath/polyglot,pkg:gem/polyglot,polyglot,rubygems,unknown,few-large,0,0,accept,,"No maintenance needed for 11 years. Zero runtime dependencies, 73 lines of stable code. Most repos depend transitively via cucumber/treetop; direct users can safely pin a version.",llm,0.85,328754,cucumber,73,4,0,0,https://github.com/cjheath/polyglot
pkg:gem/coderay,coderay,rubygems,dormant,broad,0,0,accept,,"Syntax highlighting is a solved problem. Zero runtime dependencies eliminate transitive risk. CodeRay's dormancy reflects maturity, not abandonment — proved by 326k dependents and billions of combined downloads across rspec-core, pry, and better_errors.",llm,0.88,326686,rspec-core,7317,691,0,0,https://github.com/rubychan/coderay,pkg:gem/coderay,coderay,rubygems,dormant,broad,0,0,accept,,"Syntax highlighting is a solved problem. Zero runtime dependencies eliminate transitive risk. CodeRay's dormancy reflects maturity, not abandonment — proved by 326k dependents and billions of combined downloads across rspec-core, pry, and better_errors.",llm,0.88,326686,rspec-core,7317,691,0,0,https://github.com/rubychan/coderay
pkg:gem/childprocess,childprocess,rubygems,unknown,few-large,0,0,accept,,"Mature, stable child process library with 41% of usage in selenium-webdriver and other core testing tools. No maintenance needed; silence reflects stability not abandonment. Pin version and accept minimal risk.",llm,0.85,307829,selenium-webdriver,437,42,0,0,https://github.com/enkessler/childprocess,pkg:gem/childprocess,childprocess,rubygems,unknown,few-large,0,0,accept,,"Mature, stable child process library with 41% of usage in selenium-webdriver and other core testing tools. No maintenance needed; silence reflects stability not abandonment. Pin version and accept minimal risk.",llm,0.85,307829,selenium-webdriver,437,42,0,0,https://github.com/enkessler/childprocess
pkg:gem/bindex,bindex,rubygems,unknown,few-large,0,0,accept,,"Unmaintained for 6.8 years but stable—used almost entirely via web-console, which is maintained. Web-console should pin the version and document the risk.",llm,0.87,291257,web-console,131,5,0,0,https://github.com/gsamokovarov/bindex,pkg:gem/bindex,bindex,rubygems,unknown,few-large,0,0,accept,,"Unmaintained for 6.8 years but stable—used almost entirely via web-console, which is maintained. Web-console should pin the version and document the risk.",llm,0.87,291257,web-console,131,5,0,0,https://github.com/gsamokovarov/bindex
pkg:gem/msgpack,msgpack,rubygems,dormant,broad,0,0,accept,,"Actively maintained (commit 17d ago, one stable maintainer) implementing a standardized format. Native extensions make forking impractical; format switching is costly for 282k dependents.",llm,0.9,282509,bootsnap,562,40,0,0,https://github.com/msgpack/msgpack-ruby,pkg:gem/msgpack,msgpack,rubygems,dormant,broad,0,0,accept,,"Actively maintained (commit 17d ago, one stable maintainer) implementing a standardized format. Native extensions make forking impractical; format switching is costly for 282k dependents.",llm,0.9,282509,bootsnap,562,40,0,0,https://github.com/msgpack/msgpack-ruby
pkg:gem/turbolinks-source,turbolinks-source,rubygems,dead,inlineable,1,0,vendor,,"Asset package (15 LOC) that belongs in the turbolinks gem. With turbolinks archived, dependents should inline these assets or migrate to Turbo.",llm,0.9,272280,turbolinks,15,0,0,0,https://github.com/turbolinks/turbolinks-source-gem,pkg:gem/turbolinks-source,turbolinks-source,rubygems,dead,inlineable,1,0,vendor,,"Asset package (15 LOC) that belongs in the turbolinks gem. With turbolinks archived, dependents should inline these assets or migrate to Turbo.",llm,0.9,272280,turbolinks,15,0,0,0,https://github.com/turbolinks/turbolinks-source-gem
pkg:gem/spring-watcher-listen,spring-watcher-listen,rubygems,unknown,few-large,0,0,vendor,,Glue code between Spring and Listen; unmaintained since 2022 but stable. The 60-line codebase is small enough to vendor into consuming projects or fork if a steward emerges.,llm,0.88,268904,playbook_ui,60,8,0,0,https://github.com/jonleighton/spring-watcher-listen,pkg:gem/spring-watcher-listen,spring-watcher-listen,rubygems,unknown,few-large,0,0,vendor,,Glue code between Spring and Listen; unmaintained since 2022 but stable. The 60-line codebase is small enough to vendor into consuming projects or fork if a steward emerges.,llm,0.88,268904,playbook_ui,60,8,0,0,https://github.com/jonleighton/spring-watcher-listen
pkg:gem/racc,racc,rubygems,dormant,no-alternative,0,0,accept,,"Only maintained Ruby LALR parser generator, dormant but with 3 active maintainers and recent commits. Stable with zero dependencies; major dependents (i18n, nokogiri, parser, actionpack, rdoc) could fork if critical issues emerge.",llm,0.82,244046,i18n,3742,213,0,0,https://github.com/ruby/racc,pkg:gem/racc,racc,rubygems,dormant,no-alternative,0,0,accept,,"Only maintained Ruby LALR parser generator, dormant but with 3 active maintainers and recent commits. Stable with zero dependencies; major dependents (i18n, nokogiri, parser, actionpack, rdoc) could fork if critical issues emerge.",llm,0.82,244046,i18n,3742,213,0,0,https://github.com/ruby/racc
pkg:gem/warden,warden,rubygems,dormant,few-large,0,0,accept,,Devise dominates 90% of usage and remains actively maintained. Warden's small stable codebase (748 LOC) poses minimal risk if pinned.,llm,0.85,226049,devise,748,73,0,0,https://github.com/hassox/warden,pkg:gem/warden,warden,rubygems,dormant,few-large,0,0,accept,,Devise dominates 90% of usage and remains actively maintained. Warden's small stable codebase (748 LOC) poses minimal risk if pinned.,llm,0.85,226049,devise,748,73,0,0,https://github.com/hassox/warden
pkg:gem/orm_adapter,orm_adapter,rubygems,unknown,few-large,0,0,vendor,,"Devise (94% of usage) should inline orm_adapter's 278 LOC directly and drop the dependency. The abstraction layer is obsolete for DataMapper and MongoMapper, and has no runtime deps to complicate the move.",llm,0.85,222968,devise,278,32,0,0,https://github.com/ianwhite/orm_adapter,pkg:gem/orm_adapter,orm_adapter,rubygems,unknown,few-large,0,0,vendor,,"Devise (94% of usage) should inline orm_adapter's 278 LOC directly and drop the dependency. The abstraction layer is obsolete for DataMapper and MongoMapper, and has no runtime deps to complicate the move.",llm,0.85,222968,devise,278,32,0,0,https://github.com/ianwhite/orm_adapter
pkg:gem/unf,unf,rubygems,dead,few-large,0,0,switch,,"Ruby 2.2+ provides built-in Unicode normalization via String#unicode_normalize. Dependents (especially domain_name, carrierwave, simpleidn) can replace UNF::Normalizer.normalize(str, :nfc) with str.unicode_normalize(:nfc) with no external dependency.",llm,0.75,222761,domain_name,90,5,0,0,https://github.com/knu/ruby-unf,pkg:gem/unf,unf,rubygems,dead,few-large,0,0,switch,,"Ruby 2.2+ provides built-in Unicode normalization via String#unicode_normalize. Dependents (especially domain_name, carrierwave, simpleidn) can replace UNF::Normalizer.normalize(str, :nfc) with str.unicode_normalize(:nfc) with no external dependency.",llm,0.75,222761,domain_name,90,5,0,0,https://github.com/knu/ruby-unf
pkg:gem/unf_ext,unf_ext,rubygems,dead,few-large,0,0,accept,,Most dependents use this indirectly through the unf wrapper. The unmaintained native extension is stable and minimal—pin the version and carry the low risk.,llm,0.85,222320,unf,10,0,0,0,https://github.com/knu/ruby-unf_ext,pkg:gem/unf_ext,unf_ext,rubygems,dead,few-large,0,0,accept,,Most dependents use this indirectly through the unf wrapper. The unmaintained native extension is stable and minimal—pin the version and carry the low risk.,llm,0.85,222320,unf,10,0,0,0,https://github.com/knu/ruby-unf_ext
pkg:gem/mimemagic,mimemagic,rubygems,dead,few-large,0,0,switch,pkg:gem/marcel,"Activestorage (35% of usage) and other major dependents have shifted to marcel, which is actively maintained and provides equivalent MIME detection. Switch rather than vendor given marcel's widespread adoption and maintenance.",llm,0.87,210567,activestorage,225,34,0,0,https://github.com/mimemagicrb/mimemagic,pkg:gem/mimemagic,mimemagic,rubygems,dead,few-large,0,0,switch,pkg:gem/marcel,"Activestorage (35% of usage) and other major dependents have shifted to marcel, which is actively maintained and provides equivalent MIME detection. Switch rather than vendor given marcel's widespread adoption and maintenance.",llm,0.87,210567,activestorage,225,34,0,0,https://github.com/mimemagicrb/mimemagic
pkg:gem/debug_inspector,debug_inspector,rubygems,dead,few-large,0,0,accept,,"Top dependents (binding_of_caller, web-console, debug) account for nearly all usage and are actively maintained. Pin the version and accept the risk; these projects monitor Ruby internal changes and would coordinate any required updates.",llm,0.92,188756,binding_of_caller,22,3,0,0,https://github.com/banister/debug_inspector,pkg:gem/debug_inspector,debug_inspector,rubygems,dead,few-large,0,0,accept,,"Top dependents (binding_of_caller, web-console, debug) account for nearly all usage and are actively maintained. Pin the version and accept the risk; these projects monitor Ruby internal changes and would coordinate any required updates.",llm,0.92,188756,binding_of_caller,22,3,0,0,https://github.com/banister/debug_inspector
