purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:composer/symfony/polyfill-php72,symfony/polyfill-php72,packagist,unknown,few-large,1,0,accept,,"PHP 7.2 polyfill with stable, minimal code (66 LOC). Top dependent (symfony/polyfill-xml) accounts for 70% of usage. Pin the version and carry the risk—there's no maintained alternative and no reason this code would break.",llm,0.85,419099,symfony/polyfill-xml,66,0,0,0,https://github.com/symfony/polyfill-php72
pkg:composer/symfony/polyfill-intl-idn,symfony/polyfill-intl-idn,packagist,unknown,few-large,0,0,accept,,Stable polyfill for standardized Intl functions; swiftmailer's dominance makes it essential. Pin the version and retire when dropping support for PHP versions below 7.2.,llm,0.87,396264,swiftmailer/swiftmailer,10313,380,0,0,https://github.com/symfony/polyfill-intl-idn
pkg:composer/symfony/event-dispatcher-contracts,symfony/event-dispatcher-contracts,packagist,dormant,broad,0,0,accept,,"This package provides stable, battle-tested contracts for the Symfony event ecosystem. While dormant, it's unlikely to need updates since interface stability is the point; the dependency chain stays healthy through actively-maintained packages like symfony/security and Shopware.",llm,0.82,386980,symfony/security,105,0,0,0,https://github.com/symfony/event-dispatcher-contracts
pkg:composer/phpunit/php-token-stream,phpunit/php-token-stream,packagist,dead,broad,1,0,accept,,Stable archived code with huge transitive spread through dev tools. Pin and accept the risk; only direct dependents should consider forking for ongoing maintenance.,llm,0.85,382265,sebastian/phpdcd,1561,121,0,0,https://github.com/sebastianbergmann/php-token-stream
pkg:composer/psr/http-message,psr/http-message,packagist,dead,broad,0,0,accept,,"PSR-7 is the industry standard for HTTP messages in PHP. The lack of recent commits reflects specification stability, not abandonment. Pin the current version—there are no security vectors in interface definitions, and breaking away creates ecosystem incompatibility.",llm,0.95,378348,psr/http-factory,105,0,0,0,https://github.com/php-fig/http-message
pkg:composer/symfony/polyfill-php73,symfony/polyfill-php73,packagist,unknown,inlineable,0,0,vendor,,"Polyfill for stable PHP 7.3 functions, unchanged for 19 months because the implementation is complete. At 104 LOC with zero dependencies, dependents should vendor this code directly rather than maintain an external dependency on stable, feature-complete functions.",llm,0.8,331287,shopware/core,104,10,0,0,https://github.com/symfony/polyfill-php73
pkg:composer/fzaninotto/faker,fzaninotto/faker,packagist,dead,broad,1,0,switch,pkg:composer/fakerphp/faker,"Faker is explicitly archived; the author published a sunsetting post. Migrate to fakerphp/faker, a community-maintained fork with API compatibility that's become the PHP ecosystem standard replacement.",llm,0.95,325223,shopware/core,109924,679,0,0,https://github.com/fzaninotto/faker
pkg:composer/symfony/debug,symfony/debug,packagist,dead,alternative,1,0,switch,pkg:composer/symfony/error-handler,"Symfony deprecated this component in 4.4 and officially recommends ErrorHandler as the replacement. Dependents should migrate to ErrorHandler, which is actively maintained and provides equivalent functionality.",llm,0.88,308837,silex/silex,3916,384,0,0,https://github.com/symfony/debug
pkg:composer/paragonie/random_compat,paragonie/random_compat,packagist,dormant,broad,0,0,vendor,,"Dormant since 2021 with an unresolved security advisory. At 521 LOC, inlining is practical and safer than pinning unmaintained code. For PHP 7.1+, migrate directly to built-in `random_bytes()` and `random_int()`.",llm,0.75,308782,defuse/php-encryption,521,96,0,0,https://github.com/paragonie/random_compat
pkg:composer/ralouphie/getallheaders,ralouphie/getallheaders,packagist,unknown,inlineable,0,0,vendor,,Trivial 34-line polyfill for native PHP `getallheaders()`. Safe to vendor directly since no maintenance is required and the code won't change. Removes supply chain exposure.,llm,0.87,307153,scoutapp/scout-apm-php,34,6,0,0,https://github.com/ralouphie/getallheaders
pkg:composer/dnoegel/php-xdg-base-dir,dnoegel/php-xdg-base-dir,packagist,unknown,inlineable,0,0,vendor,,"At 79 lines with no dependencies, this stable XDG implementation is simpler to vendor than to maintain as a dependency. Copy the code directly into your project.",llm,0.87,303084,phpactor/file-path-resolver,79,8,0,0,https://github.com/dnoegel/php-xdg-base-dir
pkg:composer/fideloper/proxy,fideloper/proxy,packagist,unknown,broad,0,0,accept,,"Merged into Laravel 5.5+ and built-in through 8.x. For Laravel 9+, remove the dependency and use the built-in trusted proxy configuration. For older versions, this is stable and the official solution.",llm,0.82,277599,asgardcms/platform,96,8,0,0,https://github.com/fideloper/trustedproxy
pkg:composer/symfony/polyfill-intl-normalizer,symfony/polyfill-intl-normalizer,packagist,unknown,few-large,0,0,accept,,Stable polyfill for PHP's Normalizer class; dormancy is normal for completed polyfill code. Pin the version.,llm,0.8,260550,trebol/entrust,13806,79,0,0,https://github.com/symfony/polyfill-intl-normalizer
pkg:composer/symfony/deprecation-contracts,symfony/deprecation-contracts,packagist,dormant,inlineable,0,0,vendor,,"With only 103 lines of code and a single exported function, projects can eliminate this dependency by copying trigger_deprecation() directly into their codebase. The dormant maintenance status makes inlining especially attractive.",llm,0.92,260175,fabpot/goutte,103,2,0,0,https://github.com/symfony/deprecation-contracts
pkg:composer/psr/event-dispatcher,psr/event-dispatcher,packagist,unknown,inlineable,0,0,vendor,,This is a specification-only package with 21 lines of code. Dependents should vendor the interfaces directly to eliminate the unmaintained dependency with no functional impact.,llm,0.95,249736,typo3/symfony-psr-event-dispatcher-adapter,21,0,0,0,https://github.com/php-fig/event-dispatcher
pkg:composer/facade/ignition-contracts,facade/ignition-contracts,packagist,unknown,few-large,0,0,accept,,"Pin the version. Stable interface package (96 LOC, zero transitive deps) for the Flare error-handling ecosystem. Dominant dependents (facade/ignition, facade/flare-client-php) remain maintained and handle compatibility implicitly.",llm,0.87,235236,facade/ignition,84,0,0,0,https://github.com/facade/ignition-contracts
pkg:composer/jakub-onderka/php-console-highlighter,jakub-onderka/php-console-highlighter,packagist,unknown,alternative,0,0,switch,pkg:composer/php-parallel-lint/php-console-highlighter,"The original author maintains a successor package under php-parallel-lint. Switch to pkg:composer/php-parallel-lint/php-console-highlighter, which is actively maintained as the drop-in replacement.",llm,0.9,232295,jakub-onderka/php-parallel-lint,170,12,0,0,https://github.com/jakubonderka/php-console-highlighter
pkg:composer/jakub-onderka/php-console-color,jakub-onderka/php-console-color,packagist,unknown,alternative,0,0,switch,pkg:composer/php-parallel-lint/php-console-color,"The maintainer explicitly directs users to php-parallel-lint's fork, which is actively maintained. The 194-line codebase is trivial to adopt, but switching avoids carrying an unmaintained package when a working alternative is readily available.",llm,0.95,231875,jakub-onderka/php-console-highlighter,194,24,0,0,https://github.com/jakubonderka/php-console-color
pkg:composer/facade/ignition,facade/ignition,packagist,unknown,alternative,0,1,switch,pkg:composer/spatie/laravel-ignition,The original maintainers have officially endorsed spatie/laravel-ignition as a drop-in replacement for Laravel 8+. Their README recommends switching and states only security fixes will be added to facade/ignition going forward.,llm,0.9,209863,facade/ignition-self-diagnosis,4471,216,0,0,https://github.com/facade/ignition
pkg:composer/facade/flare-client-php,facade/flare-client-php,packagist,dead,few-large,0,0,switch,pkg:composer/spatie/flare-client-php,Legacy client for PHP < 8.0 and Laravel < 9. Switch to spatie/flare-client-php for modern versions. Projects on older versions should pin and plan framework upgrades.,llm,0.95,206438,facade/ignition,1564,60,0,0,https://github.com/facade/flare-client-php
pkg:composer/sebastian/code-unit,sebastian/code-unit,packagist,dormant,few-large,0,0,vendor,,Package is only 609 LOC with zero runtime dependencies and narrow scope (PHP code unit value objects). trebol/entrust (90% of downloads) and other dependents should vendor the code rather than depend on unmaintained code.,llm,0.85,184589,trebol/entrust,609,28,0,0,https://github.com/sebastianbergmann/code-unit
pkg:composer/psr/http-client,psr/http-client,packagist,unknown,broad,0,1,accept,,PSR-18 defines the PHP HTTP client interface standard. Dormancy for 2.6 years is normal for a settled specification; no implementation changes needed.,llm,0.95,180881,php-http/guzzle6-adapter,27,0,0,0,https://github.com/php-fig/http-client
pkg:composer/league/mime-type-detection,league/mime-type-detection,packagist,dormant,few-large,0,0,accept,pkg:composer/symfony/mime,"Small, well-tested utility nearly exclusively used by Flysystem adapters. Code simplicity and maturity make pinning viable; consider symfony/mime for active maintenance but requires API changes.",llm,0.85,177431,league/flysystem-sftp,2919,3,0,0,https://github.com/thephpleague/mime-type-detection
pkg:composer/psr/http-factory,psr/http-factory,packagist,unknown,broad,0,1,accept,,"PSR-17 is a completed interface specification, not active software. The 171k dependents are distributed via maintained wrappers. Pin the version and accept it; no standard replacement exists.",llm,0.85,171543,zendframework/zend-diactoros,44,0,0,0,https://github.com/php-fig/http-factory
pkg:composer/fakerphp/faker,fakerphp/faker,packagist,dormant,broad,0,0,accept,,"Testing library with 158k dependents, mostly small projects. Dormant but not abandoned (commit 83d ago). Pinning at a stable version is safe; monitor for security issues but don't rush to replace.",llm,0.75,158781,yiisoft/yii2-faker,114927,652,0,0,https://github.com/fakerphp/faker
pkg:composer/phpunit/phpunit-mock-objects,phpunit/phpunit-mock-objects,packagist,dead,broad,1,0,switch,,PHPUnit absorbed mock functionality into the core library starting with v5.4. Dependents should upgrade PHPUnit and migrate to the built-in mocking API.,llm,0.9,156909,fluent/logger,2420,228,0,0,https://github.com/sebastianbergmann/phpunit-mock-objects
pkg:composer/fruitcake/laravel-cors,fruitcake/laravel-cors,packagist,dead,broad,1,0,switch,,Package is explicitly deprecated; Laravel 9+ includes CORS middleware natively. Dependents should replace the package with built-in \Illuminate\Http\Middleware\HandleCors and remove from composer.json. Older Laravel versions should upgrade or pin the package.,llm,0.92,152276,dreamfactory/df-core,104,12,0,0,https://github.com/fruitcake/laravel-cors
pkg:composer/doctrine/cache,doctrine/cache,packagist,dormant,broad,1,0,switch,pkg:packagist/symfony/cache,The maintainers explicitly deprecated this in favor of PSR-6/PSR-16 standards. Symfony Cache is the most widely adopted actively-maintained replacement.,llm,0.92,149016,doctrine/doctrine-cache-bundle,652,54,0,0,https://github.com/doctrine/cache
pkg:composer/doctrine/annotations,doctrine/annotations,packagist,dormant,broad,0,0,accept,,"Feature-complete library in maintenance mode across 2,552 distributed dependents. PHP 8 attributes offer a future path but require code rewrites. Pin the version and accept the risk—the codebase is stable and maintained for security.",llm,0.8,139145,sensio/framework-extra-bundle,2104,206,0,0,https://github.com/doctrine/annotations
pkg:composer/symfony/polyfill-php81,symfony/polyfill-php81,packagist,dormant,inlineable,0,0,vendor,,"137 lines of stable polyfill functions for PHP 8.1 features. Dormant since 596 days, but 125K downstream repos with no reported issues indicate it's effectively complete. Copy the code directly or accept and pin for transitive dependents.",llm,0.85,125270,longlang/phpkafka,137,18,0,0,https://github.com/symfony/polyfill-php81
pkg:composer/dflydev/dot-access-data,dflydev/dot-access-data,packagist,dormant,few-large,0,0,accept,,"91% of usage flows through league/config, which actively maintains this transitive dependency. The simple, dependency-free codebase can be safely pinned for direct users.",llm,0.85,109397,league/config,225,24,0,0,https://github.com/dflydev/dflydev-dot-access-data
pkg:composer/doctrine/common,doctrine/common,packagist,dormant,broad,0,0,switch,pkg:composer/package-versions-deprecated,"Explicitly deprecated in favor of composer/package-versions-deprecated. Dormant but stable; dependents should migrate to the maintained successor, though there's no immediate risk.",llm,0.7,106320,doctrine/reflection,1490,127,0,0,https://github.com/doctrine/common
pkg:composer/league/config,league/config,packagist,dormant,few-large,0,0,vendor,,"This 261-LOC configuration validator is dormant but stable; the primary dependent (moxio/commonmark-ext-fancy-lists, 155k downloads) should inline the code to eliminate the dependency.",llm,0.88,100620,moxio/commonmark-ext-fancy-lists,261,10,0,0,https://github.com/thephpleague/config
pkg:composer/psr/cache,psr/cache,packagist,dormant,broad,0,0,accept,,"psr/cache is a PSR-6 specification package—dormancy is not a risk since specs don't require ongoing maintenance. All real implementations (Doctrine, League, etc.) are actively maintained; pin the version and treat as stable infrastructure.",llm,0.95,99002,doctrine/cache,35,0,0,0,https://github.com/php-fig/cache
pkg:composer/symfony/polyfill-uuid,symfony/polyfill-uuid,packagist,dormant,few-large,0,0,vendor,,"This polyfill is small (594 LOC), has zero dependencies, and is self-contained, making it safe to vendor into consuming projects. Modern PHP includes native UUID support; projects supporting PHP 7.4+ should migrate to ext-uuid instead.",llm,0.82,72978,riverwaysoft/api-tools,594,117,0,0,https://github.com/symfony/polyfill-uuid
pkg:composer/symfony/polyfill-php56,symfony/polyfill-php56,packagist,unknown,inlineable,0,0,vendor,,"With 57 lines and zero dependencies, vendors can safely copy the three polyfill functions directly into their codebase rather than depend on this 2013-era unmaintained package. PHP 5.6 reached EOL in 2017.",llm,0.92,70699,namshi/jose,57,0,0,0,https://github.com/symfony/polyfill-php56
pkg:composer/symfony/polyfill-php70,symfony/polyfill-php70,packagist,unknown,broad,0,0,switch,,"Polyfill for PHP 7.0 features, unmaintained for ~5.5 years. Modern PHP 7.0+ includes all features natively; dependents should upgrade their minimum PHP version and remove this dependency.",llm,0.85,69762,webflo/drupal-core-strict,68,0,0,0,https://github.com/symfony/polyfill-php70
pkg:composer/beyondcode/laravel-dump-server,beyondcode/laravel-dump-server,packagist,dormant,broad,0,0,accept,,"Extraordinarily stable debug utility—only 3 total commits and 144 LOC. Dormancy is appropriate for a feature-complete dev-only tool. Pin the version, and carry minimal risk.",llm,0.85,62379,themosis/framework,144,10,0,0,https://github.com/beyondcode/laravel-dump-server
pkg:composer/laravelcollective/html,laravelcollective/html,packagist,dormant,broad,0,0,switch,pkg:composer/spatie/laravel-html,"The package explicitly recommends migrating to spatie/laravel-html. For 48k+ dependent repos, a wholesale switch to this maintained fork avoids the coordination problem of adopting an unmaintained package.",llm,0.87,48096,,1022,113,0,0,https://github.com/laravelcollective/html
pkg:composer/composer/installers,composer/installers,packagist,dormant,broad,0,0,accept,,"Stable installer plugin for 45K+ repos. Composer 2.1's getInstalledPackagesByType() isn't a replacement—it discovers packages, not install paths. Existing projects need this for WordPress, Drupal, etc. Pin the version.",llm,0.82,45936,oomphinc/composer-installers-extender,2008,102,0,0,https://github.com/composer/installers
pkg:composer/sensio/framework-extra-bundle,sensio/framework-extra-bundle,packagist,dead,alternative,1,0,switch,,Archived and explicitly deprecated in its README. Symfony 6.2+ includes native attribute support for controller configuration as the official replacement; upgrade Symfony and migrate annotations to native PHP attributes.,llm,0.95,45204,jms/di-extra-bundle,3016,241,0,0,https://github.com/sensiolabs/sensioframeworkextrabundle
pkg:composer/composer/xdebug-handler,composer/xdebug-handler,packagist,dormant,few-large,0,0,vendor,,phpmd accounts for 97.5% of usage. The library is stable and small (645 LOC)—major consumers should vendor the code rather than carry this dormant dependency.,llm,0.85,41989,phpmd/phpmd,645,104,0,0,https://github.com/composer/xdebug-handler
pkg:composer/phpspec/php-diff,phpspec/php-diff,packagist,unknown,few-large,0,0,vendor,,Unmaintained for 5+ years but just 957 LOC with zero dependencies. The dominant dependent (wyndow/fuzzywuzzy at 90% of usage) or other consumers can readily inline the diff logic into their own codebase.,llm,0.75,41660,wyndow/fuzzywuzzy,957,192,0,0,https://github.com/phpspec/php-diff
pkg:composer/mtdowling/cron-expression,mtdowling/cron-expression,packagist,dead,alternative,0,0,switch,pkg:composer/dragonmantank/cron-expression,Officially deprecated since 2017 with development moved to dragonmantank/cron-expression. Switch directly—the fork is a drop-in replacement.,llm,0.9,38828,peppeocchi/php-cron-scheduler,687,153,0,0,https://github.com/mtdowling/cron-expression
pkg:composer/zendframework/zend-diactoros,zendframework/zend-diactoros,packagist,dead,alternative,1,1,switch,pkg:composer/laminas/laminas-diactoros,The repository was abandoned in 2019 and officially transferred to Laminas. laminas-diactoros is the maintained drop-in replacement and resolves the 3 known advisories.,llm,0.94,37714,zendframework/zend-psr7bridge,3033,292,0,0,https://github.com/zendframework/zend-diactoros
pkg:composer/seld/jsonlint,seld/jsonlint,packagist,dead,broad,0,0,vendor,,"Dead for 2 years with 37K dependent repos split across many projects—no steward. The 713-line, dependency-free validator is easily vendored; projects needing advanced features (duplicate keys, comments, better errors) can copy it in, others can use PHP's built-in json_decode.",llm,0.8,37349,herrera-io/json,713,86,0,0,https://github.com/seldaek/jsonlint
pkg:composer/zendframework/zend-eventmanager,zendframework/zend-eventmanager,packagist,dead,broad,1,0,switch,pkg:composer/laminas/laminas-eventmanager,Officially abandoned 2019-12-31 with explicit migration to actively maintained laminas/laminas-eventmanager; drop-in replacement available.,llm,0.92,32247,zendframework/zend-code,874,104,0,0,https://github.com/zendframework/zend-eventmanager
pkg:composer/jdorn/sql-formatter,jdorn/sql-formatter,packagist,dead,few-large,0,0,vendor,,"679 LOC, single file, zero dependencies—trivial to copy into the consuming project. Shopware core/platform account for 66.5% of usage and would each benefit from vendoring locally rather than relying on an unmaintained dependency.",llm,0.88,30471,shopware/core,679,163,0,0,https://github.com/jdorn/sql-formatter
pkg:composer/seld/phar-utils,seld/phar-utils,packagist,unknown,few-large,0,0,vendor,,"Kint debugger drives 61% of usage. The 182-line PHP utility is small enough to copy into projects, making vendoring the safest path for dependents.",llm,0.85,26819,raveren/kint,182,27,0,0,https://github.com/seldaek/phar-utils
pkg:composer/symfony/swiftmailer-bundle,symfony/swiftmailer-bundle,packagist,dead,broad,1,1,switch,pkg:composer/symfony/mailer,"Symfony deprecated this bundle in favor of Symfony Mailer, which provides equivalent features with modern PHP support. Migrate rather than maintain a dead dependency.",llm,0.95,25842,shopware/core,3193,137,0,0,https://github.com/symfony/swiftmailer-bundle
pkg:composer/laminas/laminas-zendframework-bridge,laminas/laminas-zendframework-bridge,packagist,dormant,broad,0,0,accept,,Laminas TSC maintains this intentionally in security-only mode. The 503-line bridge is stable and serves its specific migration purpose. Accept the dependency; most projects inherit it through Laminas packages anyway.,llm,0.85,25470,laminas/laminas-console,503,68,0,0,https://github.com/laminas/laminas-zendframework-bridge
pkg:composer/namshi/jose,namshi/jose,packagist,unknown,broad,0,0,switch,pkg:composer/firebase/php-jwt,"The package maintainers have deprecated namshi/jose and explicitly recommend switching to firebase/php-jwt, which is actively maintained and provides drop-in replacement functionality for JWS/JWT signing and verification.",llm,0.85,24943,rusticisoftware/tincan,696,18,0,0,https://github.com/namshi/jose
pkg:composer/psr/link,psr/link,packagist,unknown,inlineable,1,0,vendor,,This package only defines PSR-13 interfaces (37 lines across 4 files). Copy them into your codebase to drop the unmaintained dependency—PSR standards are stable and interfaces don't rot.,llm,0.9,24819,fig/link-util,37,0,0,0,https://github.com/php-fig/link
pkg:composer/symfony/class-loader,symfony/class-loader,packagist,dead,broad,0,0,accept,,"Complete, stable autoloading from the Symfony 2 era; modern PHP uses native PSR-4 support. For legacy projects still depending on it, pin the version and plan a broader modernization.",llm,0.85,24005,guzzle/guzzle,2070,122,0,0,https://github.com/symfony/class-loader
pkg:composer/php-http/httplug,php-http/httplug,packagist,unknown,broad,0,1,accept,,Stable HTTP client abstraction (174 LOC) with 582-day commit silence. Pin the version; PSR-18 is the direction but requires API changes and doesn't cover async use cases that some dependents rely on.,llm,0.82,23616,php-http/guzzle6-adapter,174,5,0,0,https://github.com/php-http/httplug
pkg:composer/container-interop/container-interop,container-interop/container-interop,packagist,unknown,broad,1,0,switch,pkg:composer/psr/container,Officially deprecated since Feb 2017 in favor of PSR-11; migrate to psr/container for standards compliance. The package remains stable but receives no updates.,llm,0.95,22791,zendframework/zend-eventmanager,18,0,0,0,https://github.com/container-interop/container-interop
pkg:composer/php-http/message-factory,php-http/message-factory,packagist,dead,alternative,1,1,switch,pkg:composer/psr/http-factory,The package's own README declares it obsolete; PSR-17 is the maintained standard that HTTP client libraries already implement.,llm,0.95,22255,lstrojny/fxmlrpc,48,0,0,0,https://github.com/php-http/message-factory
pkg:composer/zendframework/zend-stdlib,zendframework/zend-stdlib,packagist,dead,broad,1,0,switch,pkg:composer/laminas/laminas-stdlib,"Zend Framework was discontinued in favor of Laminas. The README redirects to laminas/laminas-stdlib, the maintained successor. Most dependents are internal to the Zend ecosystem and can migrate together with their own upstream transitions.",llm,0.95,22232,zendframework/zend-eventmanager,2104,216,0,0,https://github.com/zendframework/zend-stdlib
pkg:composer/zendframework/zend-code,zendframework/zend-code,packagist,dead,broad,1,1,switch,pkg:composer/laminas/laminas-code,"Switch to the actively maintained Laminas fork, laminas/laminas-code. Projects using other Zend packages may need parallel migration since much of the Zend ecosystem was archived alongside this one.",llm,0.9,22171,zendframework/zend-server,9011,1073,0,0,https://github.com/zendframework/zend-code
pkg:composer/myclabs/php-enum,myclabs/php-enum,packagist,dormant,broad,0,0,switch,,"The package explicitly recommends migrating to PHP 8.1+ native enums. Projects meeting that requirement should switch directly; those stuck on older PHP should pin the version, evaluate their PHP upgrade timeline, or vendor the small 142-line codebase if needed.",llm,0.9,21932,paquettg/php-html-parser,142,14,0,0,https://github.com/myclabs/php-enum
pkg:composer/classpreloader/classpreloader,classpreloader/classpreloader,packagist,dormant,few-large,0,0,accept,,"Dormant PHP class preloader with 86% usage concentrated in flipbox/lumen-generator. Small, stable codebase with no maintained alternative; pinning a version is reasonable for this performance-optimization tool.",llm,0.85,21739,flipbox/lumen-generator,483,46,0,0,https://github.com/classpreloader/classpreloader
pkg:composer/symfony/security-guard,symfony/security-guard,packagist,dead,few-large,1,0,switch,,"Spryker/Silex dominates (94%); Silex is itself unmaintained. Others should migrate to Symfony Passport (5.4+), replacing Guard's approach. Pinning is viable for stable code, but migration is the long-term path.",llm,0.87,20552,spryker/silexphp,1489,79,0,0,https://github.com/symfony/security-guard
pkg:composer/defuse/php-encryption,defuse/php-encryption,packagist,dormant,broad,0,0,accept,,"Dormant but stable: this encryption library provides a carefully designed, difficult-to-misuse OpenSSL API. Most dependents should pin v2.4.0 and accept the maintenance risk—there is no drop-in replacement, and PHP's built-in crypto functions require code rewrites.",llm,0.75,20441,cache/cache,1552,149,0,0,https://github.com/defuse/php-encryption
pkg:composer/league/event,league/event,packagist,dormant,broad,0,0,switch,pkg:composer/symfony/event-dispatcher,"Switch to Symfony EventDispatcher, an actively maintained PSR-14 implementation that provides drop-in compatibility with minimal code changes.",llm,0.8,20018,josegonzalez/queuesadilla,733,11,0,0,https://github.com/thephpleague/event
pkg:composer/composer/package-versions-deprecated,composer/package-versions-deprecated,packagist,unknown,broad,0,0,switch,,Package is EOL and explicitly deprecated; migrate to Composer\InstalledVersions built into Composer 2.x. Each dependent needs to update code and drop the dependency.,llm,0.88,19965,nexmo/client-core,316,34,0,0,https://github.com/composer/package-versions-deprecated
pkg:composer/doctrine/reflection,doctrine/reflection,packagist,dead,alternative,1,0,switch,pkg:composer/roave/better-reflection,"Doctrine officially abandoned this package; roave/better-reflection is the recommended replacement. Doctrine-specific features moved to doctrine/persistence. At 19k dependent repos, migration is spread but the path is clear.",llm,0.85,19424,balsama/lightning_strict,833,43,0,0,https://github.com/doctrine/reflection
pkg:composer/sensio/distribution-bundle,sensio/distribution-bundle,packagist,dead,broad,1,2,accept,,"This bundle is archived and incompatible with Symfony 4+. Pin the version for legacy Symfony 2-3 projects—it will continue to work. Active projects should upgrade to Symfony 4+, which replaces its functionality through Flex recipes and modern tooling.",llm,0.8,19248,egeloen/ckeditor-bundle,1576,187,0,0,https://github.com/sensiolabs/sensiodistributionbundle
pkg:composer/sensio/generator-bundle,sensio/generator-bundle,packagist,dead,broad,1,0,switch,pkg:composer/symfony/maker-bundle,Archived code generator for Symfony; the official Symfony Maker bundle is the maintained replacement. Dependents should migrate their code generation to Maker rather than maintain this package.,llm,0.95,18849,symfony/framework-standard-edition,6183,283,0,0,https://github.com/sensiolabs/sensiogeneratorbundle
pkg:composer/markbaker/complex,markbaker/complex,packagist,dead,few-large,0,0,adopt,,Complex number operations are mathematically stable and carry no external dependencies; one of the large dependents—particularly PHPSpreadsheet—should fork maintenance rather than 18K+ repos depending on an unmaintained package.,llm,0.75,18738,markbaker/complex-functions,4066,176,0,0,https://github.com/markbaker/phpcomplex
pkg:composer/guzzle/guzzle,guzzle/guzzle,packagist,dead,alternative,1,0,switch,pkg:composer/guzzlehttp/guzzle,"Guzzle 3 is archived and explicitly deprecated in favor of guzzlehttp/guzzle, the official successor. Migrate to guzzlehttp/guzzle for active maintenance.",llm,0.92,18737,alchemy/zippy,14586,1481,0,0,https://github.com/guzzle/guzzle3
pkg:composer/php-http/promise,php-http/promise,packagist,dormant,inlineable,0,0,vendor,,"Explicitly deprecated in favor of an upcoming Promise PSR. At 75 LOC, inlining is trivial; geocoder-php/plugin (94% of usage) should adopt the implementation directly.",llm,0.88,18212,geocoder-php/plugin,75,4,0,0,https://github.com/php-http/promise
