purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:maven/org.slf4j/slf4j-simple,org.slf4j:slf4j-simple,maven,dormant,broad,0,0,switch,pkg:maven/ch.qos.logback/logback-classic,"slf4j-simple is dormant with zero maintainer response (155 days since last commit, 427 days since release), but reaches 76k dependent repos. Logback-classic from the same team is actively maintained and a drop-in upgrade.",llm,0.85,76539,,27,0,0,0,https://github.com/qos-ch/slf4j,pkg:maven/org.slf4j/slf4j-simple,org.slf4j:slf4j-simple,maven,dormant,broad,0,0,switch,pkg:maven/ch.qos.logback/logback-classic,"slf4j-simple is dormant with zero maintainer response (155 days since last commit, 427 days since release), but reaches 76k dependent repos. Logback-classic from the same team is actively maintained and a drop-in upgrade.",llm,0.85,76539,,27,0,0,0,https://github.com/qos-ch/slf4j
pkg:maven/javax.validation/validation-api,javax.validation:validation-api,maven,dormant,broad,0,0,accept,,"Part of Jakarta EE specification maintained by Eclipse Foundation. Recent commits show active maintenance; 8+ year release gap reflects API stability, not abandonment. Safe to continue using with version pin.",llm,0.85,72535,javax:javaee-web-api,4008,34,0,0,https://github.com/beanvalidation/beanvalidation-api,pkg:maven/javax.validation/validation-api,javax.validation:validation-api,maven,dormant,broad,0,0,accept,,"Part of Jakarta EE specification maintained by Eclipse Foundation. Recent commits show active maintenance; 8+ year release gap reflects API stability, not abandonment. Safe to continue using with version pin.",llm,0.85,72535,javax:javaee-web-api,4008,34,0,0,https://github.com/beanvalidation/beanvalidation-api
pkg:maven/org.codehaus.jackson/jackson-mapper-asl,org.codehaus.jackson:jackson-mapper-asl,maven,unknown,broad,0,0,switch,pkg:maven/com.fasterxml.jackson.core/jackson-databind,Legacy 1.x line abandoned in 2013; Jackson 2.x is the actively maintained successor with near-API compatibility. Most upgrades require only import changes.,llm,0.9,69520,com.sun.jersey:jersey-json,,,,2,https://xircles.codehaus.org/projects/jackson/repos/primary/repo,pkg:maven/org.codehaus.jackson/jackson-mapper-asl,org.codehaus.jackson:jackson-mapper-asl,maven,unknown,broad,0,0,switch,pkg:maven/com.fasterxml.jackson.core/jackson-databind,Legacy 1.x line abandoned in 2013; Jackson 2.x is the actively maintained successor with near-API compatibility. Most upgrades require only import changes.,llm,0.9,69520,com.sun.jersey:jersey-json,,,,2,https://xircles.codehaus.org/projects/jackson/repos/primary/repo
pkg:maven/javax.inject/javax.inject,javax.inject:javax.inject,maven,unknown,broad,0,0,accept,pkg:maven/jakarta.inject/jakarta.inject,"Stable JSR 330 spec API complete and suitable to pin. For new projects or Jakarta EE migrations, switch to jakarta.inject; existing Java EE projects should accept this version.",llm,0.8,69048,,,,,0,https://code.google.com/p/atinject/source/checkout,pkg:maven/javax.inject/javax.inject,javax.inject:javax.inject,maven,unknown,broad,0,0,accept,pkg:maven/jakarta.inject/jakarta.inject,"Stable JSR 330 spec API complete and suitable to pin. For new projects or Jakarta EE migrations, switch to jakarta.inject; existing Java EE projects should accept this version.",llm,0.8,69048,,,,,0,https://code.google.com/p/atinject/source/checkout
pkg:maven/commons-dbcp/commons-dbcp,commons-dbcp:commons-dbcp,maven,unknown,broad,1,0,switch,pkg:maven/com.zaxxer/HikariCP,"Commons DBCP has no releases in ~19 years. Migrate to HikariCP, the industry standard for Java connection pooling—it's faster, maintained, and largely a drop-in replacement.",llm,0.95,68988,commons-configuration:commons-configuration,,,,0,https://svn.apache.org/viewvc/commons/proper/dbcp/trunk,pkg:maven/commons-dbcp/commons-dbcp,commons-dbcp:commons-dbcp,maven,unknown,broad,1,0,switch,pkg:maven/com.zaxxer/HikariCP,"Commons DBCP has no releases in ~19 years. Migrate to HikariCP, the industry standard for Java connection pooling—it's faster, maintained, and largely a drop-in replacement.",llm,0.95,68988,commons-configuration:commons-configuration,,,,0,https://svn.apache.org/viewvc/commons/proper/dbcp/trunk
pkg:maven/javax.xml.bind/jaxb-api,javax.xml.bind:jaxb-api,maven,dead,broad,1,0,switch,pkg:maven/com.sun.xml.bind/jaxb-api,This package was archived in 2017 and moved to the Eclipse EE4J initiative. Dependents should migrate to the maintained successor under the EE4J project.,llm,0.85,63819,org.hibernate:hibernate-core,6231,749,0,0,https://github.com/javaee/jaxb-spec,pkg:maven/javax.xml.bind/jaxb-api,javax.xml.bind:jaxb-api,maven,dead,broad,1,0,switch,pkg:maven/com.sun.xml.bind/jaxb-api,This package was archived in 2017 and moved to the Eclipse EE4J initiative. Dependents should migrate to the maintained successor under the EE4J project.,llm,0.85,63819,org.hibernate:hibernate-core,6231,749,0,0,https://github.com/javaee/jaxb-spec
pkg:maven/com.jakewharton/butterknife,com.jakewharton:butterknife,maven,unknown,kitchen-sink,0,0,switch-piecemeal,,"ButterKnife is deprecated in favor of View Binding. Its large surface (view binding, resource binding, listener annotations) means 55k dependents need piecemeal replacements—View Binding for binding, resource annotations for lookups, inline listeners for events.",llm,0.8,55438,com.hannesdorfmann.mosby:core,16154,925,0,0,https://github.com/jakewharton/butterknife,pkg:maven/com.jakewharton/butterknife,com.jakewharton:butterknife,maven,unknown,kitchen-sink,0,0,switch-piecemeal,,"ButterKnife is deprecated in favor of View Binding. Its large surface (view binding, resource binding, listener annotations) means 55k dependents need piecemeal replacements—View Binding for binding, resource annotations for lookups, inline listeners for events.",llm,0.8,55438,com.hannesdorfmann.mosby:core,16154,925,0,0,https://github.com/jakewharton/butterknife
pkg:maven/org.hsqldb/hsqldb,org.hsqldb:hsqldb,maven,unknown,broad,0,0,accept,pkg:maven/com.h2database/h2,"HSQLDB is in stable maintenance with a long tail of small dependents. Pin the version, monitor the open advisory, and consider H2 Database for new projects.",llm,0.65,55106,com.querydsl:querydsl-jpa,,,,0,https://sourceforge.net/p/hsqldb/svn/head/tree/base/tags/2.7.4,pkg:maven/org.hsqldb/hsqldb,org.hsqldb:hsqldb,maven,unknown,broad,0,0,accept,pkg:maven/com.h2database/h2,"HSQLDB is in stable maintenance with a long tail of small dependents. Pin the version, monitor the open advisory, and consider H2 Database for new projects.",llm,0.65,55106,com.querydsl:querydsl-jpa,,,,0,https://sourceforge.net/p/hsqldb/svn/head/tree/base/tags/2.7.4
pkg:maven/javax.mail/mail,javax.mail:mail,maven,unknown,broad,0,0,switch,pkg:maven/jakarta.mail/jakarta.mail,"javax.mail is unmaintained by Oracle; jakarta.mail is its actively maintained successor under the Jakarta EE project. Most projects should migrate, though package names change from javax.* to jakarta.*",llm,0.9,49790,log4j:log4j,,,,0,https://kenai.com/hg/javamail~mercurial,pkg:maven/javax.mail/mail,javax.mail:mail,maven,unknown,broad,0,0,switch,pkg:maven/jakarta.mail/jakarta.mail,"javax.mail is unmaintained by Oracle; jakarta.mail is its actively maintained successor under the Jakarta EE project. Most projects should migrate, though package names change from javax.* to jakarta.*",llm,0.9,49790,log4j:log4j,,,,0,https://kenai.com/hg/javamail~mercurial
pkg:maven/org.hamcrest/hamcrest-all,org.hamcrest:hamcrest-all,maven,dormant,broad,0,0,switch,pkg:maven/org.assertj/assertj-core,"Hamcrest is a stable, mature testing library with no active maintenance (dormant 635+ days). With 48k dependent repos, switching to actively maintained AssertJ provides equivalent functionality with ongoing support.",llm,0.8,48000,net.sf.jopt-simple:jopt-simple,215966,540,0,0,https://github.com/hamcrest/javahamcrest,pkg:maven/org.hamcrest/hamcrest-all,org.hamcrest:hamcrest-all,maven,dormant,broad,0,0,switch,pkg:maven/org.assertj/assertj-core,"Hamcrest is a stable, mature testing library with no active maintenance (dormant 635+ days). With 48k dependent repos, switching to actively maintained AssertJ provides equivalent functionality with ongoing support.",llm,0.8,48000,net.sf.jopt-simple:jopt-simple,215966,540,0,0,https://github.com/hamcrest/javahamcrest
pkg:maven/com.googlecode.json-simple/json-simple,com.googlecode.json-simple:json-simple,maven,unknown,broad,0,0,switch,pkg:maven/com.fasterxml.jackson.core/jackson-databind,"json-simple hasn't been maintained in years. Jackson is actively maintained and widely used as a replacement, though some dependent code may need minor API adjustments depending on usage patterns.",llm,0.78,47824,com.jayway.restassured:rest-assured,,,,0,https://json-simple.googlecode.com/svn/trunk,pkg:maven/com.googlecode.json-simple/json-simple,com.googlecode.json-simple:json-simple,maven,unknown,broad,0,0,switch,pkg:maven/com.fasterxml.jackson.core/jackson-databind,"json-simple hasn't been maintained in years. Jackson is actively maintained and widely used as a replacement, though some dependent code may need minor API adjustments depending on usage patterns.",llm,0.78,47824,com.jayway.restassured:rest-assured,,,,0,https://json-simple.googlecode.com/svn/trunk
pkg:maven/org.hamcrest/hamcrest-library,org.hamcrest:hamcrest-library,maven,dormant,broad,0,0,switch,pkg:maven/org.assertj/assertj-core,Hamcrest-library is dormant with 41k+ dependent repos spanning diverse use cases. AssertJ is the actively maintained standard replacement for Java testing assertions.,llm,0.8,41582,junit:junit,215966,540,0,0,https://github.com/hamcrest/javahamcrest,pkg:maven/org.hamcrest/hamcrest-library,org.hamcrest:hamcrest-library,maven,dormant,broad,0,0,switch,pkg:maven/org.assertj/assertj-core,Hamcrest-library is dormant with 41k+ dependent repos spanning diverse use cases. AssertJ is the actively maintained standard replacement for Java testing assertions.,llm,0.8,41582,junit:junit,215966,540,0,0,https://github.com/hamcrest/javahamcrest
pkg:maven/cglib/cglib,cglib:cglib,maven,dead,broad,0,0,switch,pkg:maven/net.bytebuddy/byte-buddy,"cglib is explicitly unmaintained and broken on JDK17+. The maintainers recommend migrating to ByteBuddy, which provides equivalent bytecode generation capabilities, though code changes will be needed.",llm,0.9,40788,cglib:cglib-nodep,16065,1734,0,0,https://github.com/cglib/cglib,pkg:maven/cglib/cglib,cglib:cglib,maven,dead,broad,0,0,switch,pkg:maven/net.bytebuddy/byte-buddy,"cglib is explicitly unmaintained and broken on JDK17+. The maintainers recommend migrating to ByteBuddy, which provides equivalent bytecode generation capabilities, though code changes will be needed.",llm,0.9,40788,cglib:cglib-nodep,16065,1734,0,0,https://github.com/cglib/cglib
pkg:maven/org.hamcrest/hamcrest-core,org.hamcrest:hamcrest-core,maven,dormant,broad,0,0,accept,,"Hamcrest is a stable test matcher library where inactivity poses minimal risk. Pin the version; 39k dependent repos would surface real issues quickly. AssertJ is more modern but requires rewriting tests, not a drop-in replacement.",llm,0.9,39518,junit:junit,215966,540,0,0,https://github.com/hamcrest/javahamcrest,pkg:maven/org.hamcrest/hamcrest-core,org.hamcrest:hamcrest-core,maven,dormant,broad,0,0,accept,,"Hamcrest is a stable test matcher library where inactivity poses minimal risk. Pin the version; 39k dependent repos would surface real issues quickly. AssertJ is more modern but requires rewriting tests, not a drop-in replacement.",llm,0.9,39518,junit:junit,215966,540,0,0,https://github.com/hamcrest/javahamcrest
pkg:maven/org.freemarker/freemarker,org.freemarker:freemarker,maven,unknown,broad,0,0,accept,,"FreeMarker serves 38,890+ projects with no active maintainer. Coordinated migration is impractical; pragmatic approach is pinning versions and monitoring for security advisories, evaluating alternatives per project only if issues emerge.",llm,0.65,38890,com.aventstack:extentreports,,,,0,https://git-wip-us.apache.org/repos/asf?p=freemarker,pkg:maven/org.freemarker/freemarker,org.freemarker:freemarker,maven,unknown,broad,0,0,accept,,"FreeMarker serves 38,890+ projects with no active maintainer. Coordinated migration is impractical; pragmatic approach is pinning versions and monitoring for security advisories, evaluating alternatives per project only if issues emerge.",llm,0.65,38890,com.aventstack:extentreports,,,,0,https://git-wip-us.apache.org/repos/asf?p=freemarker
pkg:maven/com.google.code.findbugs/jsr305,com.google.code.findbugs:jsr305,maven,unknown,broad,0,0,accept,,"Tiny stable library of annotations with zero runtime deps; no maintenance needed, safe to pin and keep using.",llm,0.85,36901,,,,,0,https://code.google.com/p/jsr-305,pkg:maven/com.google.code.findbugs/jsr305,com.google.code.findbugs:jsr305,maven,unknown,broad,0,0,accept,,"Tiny stable library of annotations with zero runtime deps; no maintenance needed, safe to pin and keep using.",llm,0.85,36901,,,,,0,https://code.google.com/p/jsr-305
pkg:maven/com.google.android/android,com.google.android:android,maven,unknown,kitchen-sink,0,0,switch-piecemeal,,"Google deprecated this in favor of AndroidX. Migrate to the relevant androidx.* packages (androidx.core, androidx.appcompat, androidx.fragment, etc.) based on which features you actually use.",llm,0.8,36515,com.squareup.picasso:picasso,,,,0,https://android.git.kernel.org,pkg:maven/com.google.android/android,com.google.android:android,maven,unknown,kitchen-sink,0,0,switch-piecemeal,,"Google deprecated this in favor of AndroidX. Migrate to the relevant androidx.* packages (androidx.core, androidx.appcompat, androidx.fragment, etc.) based on which features you actually use.",llm,0.8,36515,com.squareup.picasso:picasso,,,,0,https://android.git.kernel.org
pkg:maven/commons-httpclient/commons-httpclient,commons-httpclient:commons-httpclient,maven,unknown,broad,0,0,switch,pkg:maven/org.apache.httpcomponents/httpclient,"Commons-httpclient hasn't been released since ~2007 and is superseded by Apache HttpComponents Client, which is actively maintained. Projects need to update their API calls (the migration path is well-documented), but staying on the old library exposes them to known vulnerabilities.",llm,0.85,34589,org.apache.hadoop:hadoop-core,,,,1,https://svn.apache.org/repos/asf/jakarta/httpcomponents/oac.hc3x/trunk,pkg:maven/commons-httpclient/commons-httpclient,commons-httpclient:commons-httpclient,maven,unknown,broad,0,0,switch,pkg:maven/org.apache.httpcomponents/httpclient,"Commons-httpclient hasn't been released since ~2007 and is superseded by Apache HttpComponents Client, which is actively maintained. Projects need to update their API calls (the migration path is well-documented), but staying on the old library exposes them to known vulnerabilities.",llm,0.85,34589,org.apache.hadoop:hadoop-core,,,,1,https://svn.apache.org/repos/asf/jakarta/httpcomponents/oac.hc3x/trunk
pkg:maven/javax/javaee-api,javax:javaee-api,maven,dead,broad,1,0,switch,pkg:maven/jakarta.ee/jakarta.ee-api,"Java EE is archived and migrated to Jakarta EE under Eclipse. Switch to jakarta.ee-api or specific Jakarta modules (servlet, persistence, etc.) depending on what parts you use.",llm,0.95,33665,org.jmockit:jmockit,1986089,195167,0,0,https://github.com/javaee/glassfish,pkg:maven/javax/javaee-api,javax:javaee-api,maven,dead,broad,1,0,switch,pkg:maven/jakarta.ee/jakarta.ee-api,"Java EE is archived and migrated to Jakarta EE under Eclipse. Switch to jakarta.ee-api or specific Jakarta modules (servlet, persistence, etc.) depending on what parts you use.",llm,0.95,33665,org.jmockit:jmockit,1986089,195167,0,0,https://github.com/javaee/glassfish
pkg:maven/javax/javaee-web-api,javax:javaee-web-api,maven,dead,broad,1,0,switch,pkg:maven/jakarta.ee/jakarta.ee-api,"This is Java EE, officially archived and moved to Eclipse EE4J as Jakarta EE. Dependents should migrate from javax.* to jakarta.* packages—this is the planned, ecosystem-standard transition path.",llm,0.95,31031,javax:javaee-api,1986089,195167,0,0,https://github.com/javaee/glassfish,pkg:maven/javax/javaee-web-api,javax:javaee-web-api,maven,dead,broad,1,0,switch,pkg:maven/jakarta.ee/jakarta.ee-api,"This is Java EE, officially archived and moved to Eclipse EE4J as Jakarta EE. Dependents should migrate from javax.* to jakarta.* packages—this is the planned, ecosystem-standard transition path.",llm,0.95,31031,javax:javaee-api,1986089,195167,0,0,https://github.com/javaee/glassfish
pkg:maven/javax.annotation/javax.annotation-api,javax.annotation:javax.annotation-api,maven,dead,broad,1,0,switch,pkg:maven/jakarta.annotation/jakarta.annotation-api,The package was officially archived as part of the EE4J initiative. Switch to jakarta.annotation-api or use Java 9+ built-in annotations.,llm,0.85,30062,javax:javaee-web-api,391,0,0,0,https://github.com/javaee/javax.annotation,pkg:maven/javax.annotation/javax.annotation-api,javax.annotation:javax.annotation-api,maven,dead,broad,1,0,switch,pkg:maven/jakarta.annotation/jakarta.annotation-api,The package was officially archived as part of the EE4J initiative. Switch to jakarta.annotation-api or use Java 9+ built-in annotations.,llm,0.85,30062,javax:javaee-web-api,391,0,0,0,https://github.com/javaee/javax.annotation
pkg:maven/com.squareup.picasso/picasso,com.squareup.picasso:picasso,maven,dormant,broad,0,0,switch,pkg:maven/io.coil-kt/coil,Deprecated by Square in favor of Coil. The library is stable but won't receive updates; use Coil for new projects and plan migration paths for existing dependents.,llm,0.95,29705,com.jakewharton.picasso:picasso2-okhttp3-downloader,12466,892,0,0,https://github.com/square/picasso,pkg:maven/com.squareup.picasso/picasso,com.squareup.picasso:picasso,maven,dormant,broad,0,0,switch,pkg:maven/io.coil-kt/coil,Deprecated by Square in favor of Coil. The library is stable but won't receive updates; use Coil for new projects and plan migration paths for existing dependents.,llm,0.95,29705,com.jakewharton.picasso:picasso2-okhttp3-downloader,12466,892,0,0,https://github.com/square/picasso
pkg:maven/dom4j/dom4j,dom4j:dom4j,maven,unknown,broad,0,0,accept,,dom4j is stable and widely embedded in Java framework stacks with 29k+ dependents. Most projects should pin versions and track security advisories; switching has high cost with low practical benefit.,llm,0.85,29699,net.sf.ehcache:ehcache-core,,,,1,https://cvs.sourceforge.net/cgi-bin/viewcvs.cgi/dom4j/dom4j,pkg:maven/dom4j/dom4j,dom4j:dom4j,maven,unknown,broad,0,0,accept,,dom4j is stable and widely embedded in Java framework stacks with 29k+ dependents. Most projects should pin versions and track security advisories; switching has high cost with low practical benefit.,llm,0.85,29699,net.sf.ehcache:ehcache-core,,,,1,https://cvs.sourceforge.net/cgi-bin/viewcvs.cgi/dom4j/dom4j
pkg:maven/com.google.inject/guice,com.google.inject:guice,maven,dormant,kitchen-sink,0,0,switch-piecemeal,,"Guice's last release was three years ago; with 28k dependents across use cases, no single replacement works. Most should migrate to framework-specific alternatives (Spring, Dagger 2, Weld) matching their DI needs.",llm,0.82,28555,,82292,5757,0,0,https://github.com/google/guice,pkg:maven/com.google.inject/guice,com.google.inject:guice,maven,dormant,kitchen-sink,0,0,switch-piecemeal,,"Guice's last release was three years ago; with 28k dependents across use cases, no single replacement works. Most should migrate to framework-specific alternatives (Spring, Dagger 2, Weld) matching their DI needs.",llm,0.82,28555,,82292,5757,0,0,https://github.com/google/guice
pkg:maven/org.apache.commons/commons-math3,org.apache.commons:commons-math3,maven,unknown,broad,0,0,switch,pkg:maven/org.apache.commons/commons-math,"Migrate to Apache Commons Math 4, which is actively maintained. 3.x is stable but effectively unsupported.",llm,0.7,27663,org.openjdk.jmh:jmh-core,,,,0,https://git-wip-us.apache.org/repos/asf?p=commons-math,pkg:maven/org.apache.commons/commons-math3,org.apache.commons:commons-math3,maven,unknown,broad,0,0,switch,pkg:maven/org.apache.commons/commons-math,"Migrate to Apache Commons Math 4, which is actively maintained. 3.x is stable but effectively unsupported.",llm,0.7,27663,org.openjdk.jmh:jmh-core,,,,0,https://git-wip-us.apache.org/repos/asf?p=commons-math
pkg:maven/cglib/cglib-nodep,cglib:cglib-nodep,maven,dead,broad,0,1,switch,pkg:maven/net.bytebuddy/byte-buddy,"cglib is unmaintained and incompatible with JDK17+; the maintainers recommend ByteBuddy, an actively-maintained alternative that covers bytecode generation and dynamic proxy use cases.",llm,0.85,27192,com.alibaba:dubbo,16065,1734,0,0,https://github.com/cglib/cglib,pkg:maven/cglib/cglib-nodep,cglib:cglib-nodep,maven,dead,broad,0,1,switch,pkg:maven/net.bytebuddy/byte-buddy,"cglib is unmaintained and incompatible with JDK17+; the maintainers recommend ByteBuddy, an actively-maintained alternative that covers bytecode generation and dynamic proxy use cases.",llm,0.85,27192,com.alibaba:dubbo,16065,1734,0,0,https://github.com/cglib/cglib
pkg:maven/org.apache.commons/commons-collections4,org.apache.commons:commons-collections4,maven,unknown,broad,0,0,accept,,"With 26k dependents, coordinated migration is impractical. Commons Collections 4 is stable; pin the version and monitor advisories. Guava is a functional alternative, but refactoring costs are high.",llm,0.8,26825,org.codehaus.castor:castor-xml,,,,0,https://gitbox.apache.org/repos/asf?p=commons-collections,pkg:maven/org.apache.commons/commons-collections4,org.apache.commons:commons-collections4,maven,unknown,broad,0,0,accept,,"With 26k dependents, coordinated migration is impractical. Commons Collections 4 is stable; pin the version and monitor advisories. Guava is a functional alternative, but refactoring costs are high.",llm,0.8,26825,org.codehaus.castor:castor-xml,,,,0,https://gitbox.apache.org/repos/asf?p=commons-collections
