purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:golang/github.com/jstemmer/go-junit-report,github.com/jstemmer/go-junit-report,go,dead,few-large,0,0,accept,,"Stable tool that's complete and working. Input and output formats (Go test, JUnit XML) are stable; maintenance isn't needed. Most of the 111K repos depend through major Google projects like OpenCensus. Pin the version and accept the minimal risk of keeping unmaintained, proven code.",llm,0.85,111360,contrib.go.opencensus.io/exporter/stackdriver,4966,351,0,0,https://github.com/jstemmer/go-junit-report
pkg:golang/github.com/%21burnt%21sushi/xgb,github.com/BurntSushi/xgb,go,unknown,few-large,0,0,switch,pkg:golang/github.com/jezek/xgb,"Original maintainer explicitly recommends switching to the jezek/xgb fork, which serves as the active maintenance point. Most usage flows through golang.org/x/exp; smaller GUI tool dependents should follow the same migration.",llm,0.85,109272,golang.org/x/exp,47204,3274,0,0,https://github.com/burntsushi/xgb
pkg:golang/github.com/gorilla/websocket,github.com/gorilla/websocket,go,dormant,kitchen-sink,0,0,switch,pkg:golang/nhooyr.io/websocket,Gorilla WebSocket is stable and widely used but dormant with no maintenance activity for over a year. nhooyr.io/websocket is an actively maintained alternative with compatible APIs and better long-term support.,llm,0.75,107879,,6528,1437,0,0,https://github.com/gorilla/websocket
pkg:golang/github.com/inconshreveable/mousetrap,github.com/inconshreveable/mousetrap,go,unknown,inlineable,0,0,vendor,,"Windows-only, single-function library with stable 37-line implementation and no dependencies. Dependents should vendor the code directly and drop the dependency rather than maintain a reference to an unresponsive package.",llm,0.85,107481,,221,12,0,0,https://github.com/inconshreveable/mousetrap
pkg:golang/github.com/beorn7/perks,github.com/beorn7/perks,go,unknown,broad,0,0,accept,,"Algorithm is stable and proven. Pin versions, or vendor the 3K LOC if you need to modify it.",llm,0.75,106860,,3219,112,0,0,https://github.com/beorn7/perks
pkg:golang/github.com/matttproud/golang_protobuf_extensions,github.com/matttproud/golang_protobuf_extensions,go,unknown,broad,0,0,accept,,"Explicitly retiring but stable for 7+ years. This is a small (816 LOC), complete utility for length-delimited protobuf messages. No maintenance needed; safe to pin the version and use indefinitely.",llm,0.8,105944,,816,72,0,0,https://github.com/matttproud/golang_protobuf_extensions
pkg:golang/github.com/mitchellh/go-homedir,github.com/mitchellh/go-homedir,go,dead,inlineable,1,0,vendor,,"At 256 lines with no dependencies, copy this into your codebase. For Go 1.12+, os.UserHomeDir() handles the main use case if you don't need path expansion.",llm,0.9,105050,,256,78,0,0,https://github.com/mitchellh/go-homedir
pkg:golang/github.com/rogpeppe/fastuuid,github.com/rogpeppe/fastuuid,go,unknown,broad,0,0,switch,pkg:golang/github.com/google/uuid,6+ years unmaintained but stable. Most dependents can switch to google/uuid (Google's maintained standard). Fastuuid trades randomness for speed—projects needing predictability could fork the small codebase.,llm,0.75,104655,,295,42,0,0,https://github.com/rogpeppe/fastuuid
pkg:golang/github.com/julienschmidt/httprouter,github.com/julienschmidt/httprouter,go,dead,broad,0,0,switch,pkg:golang/github.com/go-chi/chi/v5,Stable but unmaintained; Go's stdlib mux (1.22+) and Chi both offer drop-in replacements. Chi maintains API compatibility if pattern syntax is the blocker for stdlib migration.,llm,0.82,104251,,2412,608,0,0,https://github.com/julienschmidt/httprouter
pkg:golang/github.com/alecthomas/template,github.com/alecthomas/template,go,unknown,kitchen-sink,0,0,switch-piecemeal,,This fork of Go 1.4's text/template is unmaintained and frozen in time. Most dependents should migrate to Go's modern stdlib text/template; projects specifically using the newline elision feature should implement it separately or maintain their own fork.,llm,0.75,104236,,5215,884,0,0,https://github.com/alecthomas/template
pkg:golang/dmitri.shuralyov.com/gpu/mtl,dmitri.shuralyov.com/gpu/mtl,go,unknown,few-large,0,0,accept,,Metal GPU binding library with 99.7% usage concentrated through golang.org/x/exp. No maintained alternative exists; dependents should pin the version and accept the unmaintained status.,llm,0.75,102955,golang.org/x/exp,,,,0,https://dmitri.shuralyov.com/gpu/mtl/...
pkg:golang/github.com/cncf/udpa/go,github.com/cncf/udpa/go,go,dormant,broad,0,0,switch,pkg:golang/github.com/cncf/xds/go,Package archived and moved to github.com/cncf/xds for active development of xDS APIs. Dependents should migrate to the xDS replacement.,llm,0.88,102740,github.com/duo-labs/webauthn,924,18,1,0,https://github.com/cncf/udpa
pkg:golang/github.com/kr/logfmt,github.com/kr/logfmt,go,unknown,alternative,0,0,switch,pkg:golang/github.com/go-logfmt/logfmt,"kr/logfmt hasn't been maintained for 5+ years; switch to go-logfmt/logfmt, which is actively maintained and a drop-in replacement for logfmt parsing.",llm,0.8,102292,github.com/go-logfmt/logfmt,638,116,0,0,https://github.com/kr/logfmt
pkg:golang/github.com/russross/blackfriday/v2,github.com/russross/blackfriday/v2,go,dead,kitchen-sink,0,0,switch-piecemeal,pkg:golang/github.com/yuin/goldmark,Blackfriday v2 has been inactive since 2021 and explicitly deprecated. Migrate to goldmark for the vast majority of use cases; projects relying on specific features like Smartypants rendering may need to combine it with additional packages.,llm,0.82,102165,,9842,688,0,0,https://github.com/russross/blackfriday
pkg:golang/github.com/go-kit/kit,github.com/go-kit/kit,go,dormant,kitchen-sink,0,16,switch-piecemeal,,"Large toolkit spanning logging, metrics, tracing, service discovery, and more. Dependents should migrate by replacing each used component with specialized alternatives rather than seeking a single replacement.",llm,0.85,101143,,21605,3723,0,0,https://github.com/go-kit/kit
pkg:golang/github.com/cpuguy83/go-md2man/v2,github.com/cpuguy83/go-md2man/v2,go,dormant,broad,0,1,accept,,Dormant but stable CLI for a specific task (markdown to man pages); 100k+ dependents with no clear steward or maintained alternative. Safe to pin—the code is small and the man page format won't break.,llm,0.88,100432,,1039,143,0,0,https://github.com/cpuguy83/go-md2man
pkg:golang/gopkg.in/tomb.v1,gopkg.in/tomb.v1,go,unknown,inlineable,0,0,vendor,,Unmaintained for 11 years but only 195 lines of code. Copy it into your project to eliminate the dependency.,llm,0.85,99833,,195,27,0,0,https://github.com/go-tomb/tomb
pkg:golang/github.com/dgrijalva/jwt-go,github.com/dgrijalva/jwt-go,go,dead,alternative,1,0,switch,pkg:golang/github.com/golang-jwt/jwt,The original maintainer archived this repo and officially migrated users to golang-jwt/jwt. It's a maintained fork and drop-in replacement.,llm,0.95,98905,,2831,535,0,0,https://github.com/dgrijalva/jwt-go
pkg:golang/github.com/mwitkow/go-conntrack,github.com/mwitkow/go-conntrack,go,dormant,broad,0,0,accept,,"Dormant 6+ years but stable with no external dependencies. Either pin the version and accept the risk (recommended for most), or vendor the 810 LOC if you want to eliminate the external dep.",llm,0.9,98821,,1055,93,0,0,https://github.com/mwitkow/go-conntrack
pkg:golang/github.com/magiconair/properties,github.com/magiconair/properties,go,dormant,broad,0,0,accept,,Dormant but stable with zero transitive issues. Pinning the version across 98k dependents costs less than coordinated migration.,llm,0.78,98179,,3144,495,0,0,https://github.com/magiconair/properties
pkg:golang/github.com/gorilla/mux,github.com/gorilla/mux,go,dormant,kitchen-sink,0,0,accept,,"Pin the version and audit which features you actually use—basic routing can move to Go's stdlib (1.22+), advanced routing to chi or gin. Full migration across 97k repos isn't practical.",llm,0.9,97463,,6614,941,0,0,https://github.com/gorilla/mux
pkg:golang/github.com/spf13/jwalterweatherman,github.com/spf13/jwalterweatherman,go,unknown,broad,0,0,accept,,Unmaintained since 2018 but stable. Dependents should pin the version; new projects should use Go 1.21+ log/slog instead.,llm,0.85,97273,,520,29,0,0,https://github.com/spf13/jwalterweatherman
pkg:golang/github.com/golang/snappy,github.com/golang/snappy,go,dead,no-alternative,1,0,accept,,Snappy is stable infrastructure code archived by design; pin the version and monitor for CVEs. The Go implementation is the format reference and fills a unique speed/ratio niche—fork or vendor only if a security issue emerges.,llm,0.85,97234,,6550,513,1,0,https://github.com/golang/snappy
pkg:golang/github.com/hpcloud/tail,github.com/hpcloud/tail,go,dead,broad,0,0,switch,pkg:golang/github.com/nxadm/tail,nxadm/tail is the maintained successor fork with compatible APIs. Verify it covers your use cases before migrating; each dependent project needs to update their imports independently.,llm,0.7,96790,,3274,702,0,0,https://github.com/hpcloud/tail
pkg:golang/github.com/chzyer/readline,github.com/chzyer/readline,go,dormant,kitchen-sink,0,0,switch-piecemeal,,"Readline is stable but dormant (no commits in 312 days). The 96k dependents use different feature subsets; projects should migrate to golang.org/x/term for basics, bubbletea for modern interfaces, or fork if deep readline features are essential.",llm,0.65,96252,,5274,965,0,0,https://github.com/chzyer/readline
pkg:golang/github.com/chzyer/test,github.com/chzyer/test,go,unknown,few-large,0,0,vendor,,"93.9% of usage concentrates in chzyer/readline, an unmaintained sibling. At 561 LOC, the library is small enough to copy into readline or other dependents, eliminating the unmaintained dependency.",llm,0.85,96199,github.com/chzyer/readline,561,116,0,0,https://github.com/chzyer/test
pkg:golang/github.com/chzyer/logex,github.com/chzyer/logex,go,unknown,broad,0,0,switch,pkg:golang/github.com/sirupsen/logrus,logex is stable but unmaintained. Switch to logrus or log/slog (Go 1.21+) for ongoing support and security updates; similar API surface but requires some code changes.,llm,0.75,96197,github.com/chzyer/readline,763,66,0,0,https://github.com/chzyer/logex
pkg:golang/github.com/coreos/go-semver,github.com/coreos/go-semver,go,dormant,broad,0,0,accept,pkg:golang/github.com/Masterminds/semver,"Small, stable semver parsing library with 95K+ dependents. Alternatives exist but coordinating ecosystem-wide migration is impractical. Pin the version and keep watching; the compact codebase can be forked if needed.",llm,0.85,95334,,844,159,0,0,https://github.com/coreos/go-semver
pkg:golang/github.com/shurcoo%21l/sanitized_anchor_name,github.com/shurcooL/sanitized_anchor_name,go,dormant,inlineable,0,0,vendor,,Copy the 37-line function into your codebase. It has no dependencies and is stable; the code is simpler to maintain inline than as an external dependency.,llm,0.88,92275,,78,5,0,0,https://github.com/shurcool/sanitized_anchor_name
pkg:golang/github.com/cespare/xxhash/v2,github.com/cespare/xxhash/v2,go,dead,broad,0,0,accept,,"This is a mature hash function that's intentionally stable. The 754 days without commits reflects completeness, not abandonment. Pin the version and monitor for security advisories, but the low-risk profile suits indefinite maintenance as-is.",llm,0.78,89948,,1283,141,1,0,https://github.com/cespare/xxhash
pkg:golang/github.com/spaolacci/murmur3,github.com/spaolacci/murmur3,go,dead,broad,0,0,accept,,"Stable hash algorithm unchanged in 8+ years. Projects can confidently pin this version. Switching requires adopting a different hash function (xxhash, crypto/blake2, etc.).",llm,0.85,86696,,600,51,0,0,https://github.com/spaolacci/murmur3
pkg:golang/github.com/hashicorp/go-multierror,github.com/hashicorp/go-multierror,go,dormant,broad,0,0,switch-piecemeal,,"Go 1.20+ stdlib's errors.Join() replaces basic aggregation; package readme recommends the switch. Use errgroup for concurrent collection. Pin the version for projects needing Group, Flatten, or Prefix.",llm,0.87,85818,,1245,124,0,0,https://github.com/hashicorp/go-multierror
pkg:golang/github.com/hashicorp/errwrap,github.com/hashicorp/errwrap,go,dormant,alternative,0,0,switch,,"Go 1.13+ provides built-in error wrapping via fmt.Errorf(""%w"", err), errors.Is(), and errors.As(). Dependents should migrate to stdlib error handling instead of maintaining this external dependency.",llm,0.95,85778,,593,27,0,0,https://github.com/hashicorp/errwrap
pkg:golang/github.com/%21one%21of%21one/xxhash,github.com/OneOfOne/xxhash,go,unknown,broad,0,0,switch,pkg:golang/github.com/cespare/xxhash,"Last commit in 2022 with no maintenance activity; the README recommends cespare/xxhash as a comparable actively maintained alternative. Dependents should switch rather than fork or vendor this stable, focused library.",llm,0.85,84664,,1549,225,0,0,https://github.com/oneofone/xxhash
pkg:golang/github.com/cespare/xxhash,github.com/cespare/xxhash,go,dead,broad,0,1,accept,,"xxhash is stable and implementation-complete. With 84k dependents and no viable alternative, ecosystem migration creates more disruption than benefit. Accept and pin the version.",llm,0.85,84633,,1283,141,1,0,https://github.com/cespare/xxhash
pkg:golang/github.com/smartystreets/assertions,github.com/smartystreets/assertions,go,dormant,broad,0,0,accept,pkg:golang/github.com/stretchr/testify,"Dormant but stable assertion library used across 84k repos with no practical migration path; pin to a known version. For new projects, testify/assert is actively maintained and API-compatible.",llm,0.85,84193,,7101,1458,0,0,https://github.com/smartystreets/assertions
pkg:golang/github.com/smartystreets/goconvey,github.com/smartystreets/goconvey,go,dead,broad,0,0,switch-piecemeal,,"GoConvey has been unmaintained for 3+ years despite 82K+ dependents. Its features map to testify (assertions), Ginkgo (BDD), and go test (execution). Most dependents can migrate incrementally without a 1:1 replacement.",llm,0.75,82863,,39267,4205,0,0,https://github.com/smartystreets/goconvey
pkg:golang/github.com/jtolds/gls,github.com/jtolds/gls,go,unknown,few-large,0,0,switch,,"The author explicitly directs users to Go's standard library context package, which is the officially recommended approach. Since 95% of dependents use gls through goconvey, that project's migration would effectively resolve the ecosystem's reliance.",llm,0.95,82349,github.com/smartystreets/goconvey,542,66,0,0,https://github.com/jtolds/gls
pkg:golang/github.com/bgentry/speakeasy,github.com/bgentry/speakeasy,go,unknown,inlineable,1,0,vendor,,"Tiny, stable terminal password reader with no dependencies. Copy the 186 lines into your project rather than depend on unmaintained external package.",llm,0.95,80129,,186,38,0,0,https://github.com/bgentry/speakeasy
pkg:golang/github.com/hashicorp/go-uuid,github.com/hashicorp/go-uuid,go,dormant,broad,0,0,switch,pkg:golang/github.com/google/uuid,"Migrate to google/uuid, which is actively maintained and provides RFC 4122 compliant UUID generation. With 79K+ dependents on a dormant package, switching provides better long-term support.",llm,0.88,79476,,541,49,0,0,https://github.com/hashicorp/go-uuid
pkg:golang/github.com/hashicorp/go-cleanhttp,github.com/hashicorp/go-cleanhttp,go,dormant,broad,0,0,accept,,"Zero runtime dependencies and stable, focused functionality with recent maintenance activity; pin a known version rather than forking.",llm,0.8,78667,,478,17,0,0,https://github.com/hashicorp/go-cleanhttp
pkg:golang/github.com/grpc-ecosystem/go-grpc-prometheus,github.com/grpc-ecosystem/go-grpc-prometheus,go,dead,alternative,1,0,switch,pkg:golang/github.com/grpc-ecosystem/go-grpc-middleware/providers/prometheus,"The maintainers deprecated this in favor of go-grpc-middleware/providers/prometheus, which offers the same functionality with a modernized API. Migrate to the actively maintained replacement.",llm,0.95,75909,,2123,187,0,0,https://github.com/grpc-ecosystem/go-grpc-prometheus
pkg:golang/github.com/jmespath/go-jmespath,github.com/jmespath/go-jmespath,go,dead,broad,0,1,accept,,JMESPath is a complete language spec with one primary API. Broad adoption (75k repos) across the ecosystem with no maintained alternatives means pinning a known version and accepting the dependency as-is is the only practical path.,llm,0.75,75449,,19635,2291,0,0,https://github.com/jmespath/go-jmespath
pkg:golang/github.com/google/martian/v3,github.com/google/martian/v3,go,dead,kitchen-sink,1,1,accept,,"Archived but stable testing proxy (v3.0.0) with broad functionality—request/response modification, mocking, injection, logging. No single alternative covers it all. Pin the version; risk is low for test-only code, and Google Cloud SDK uses it fine.",llm,0.87,75284,cloud.google.com/go,21746,5302,0,0,https://github.com/google/martian
pkg:golang/github.com/jonboulle/clockwork,github.com/jonboulle/clockwork,go,dormant,broad,0,0,accept,,"Dormant but stable—no runtime dependencies, works across 75k repos. Pin the version and treat as frozen code. Alternatively, vendor the 1.4k LOC if removing the external dependency matters to your supply chain.",llm,0.88,75231,,1432,124,0,0,https://github.com/jonboulle/clockwork
pkg:golang/github.com/coreos/etcd,github.com/coreos/etcd,go,dormant,alternative,0,0,switch,pkg:golang/go.etcd.io/etcd,The CoreOS fork is deprecated; switch to the maintained go.etcd.io/etcd module.,llm,0.95,74923,,192780,26617,0,0,https://github.com/coreos/etcd
pkg:golang/github.com/armon/go-radix,github.com/armon/go-radix,go,dead,broad,0,0,accept,,Core radix tree implementation proven across 74k+ projects and stable for 7+ years with zero dependencies. Dependents should pin the version; this is not a maintenance gap but a completed utility.,llm,0.88,74471,,823,181,0,0,https://github.com/armon/go-radix
pkg:golang/github.com/mitchellh/go-testing-interface,github.com/mitchellh/go-testing-interface,go,dead,broad,1,0,accept,,This archived package is complete and stable with zero runtime dependencies. Pin the version; the simple interface is unlikely to need changes.,llm,0.9,74278,,290,16,0,0,https://github.com/mitchellh/go-testing-interface
pkg:golang/github.com/posener/complete,github.com/posener/complete,go,dead,broad,0,0,vendor,,"2700 lines of stable completion logic, small enough to vendor directly. Most dependents would need architectural changes to use completion built into modern CLI frameworks, so copying the code in is the low-friction path.",llm,0.8,73252,,2700,319,0,0,https://github.com/posener/complete
